team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2024,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2024,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2024,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2024,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2024,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2024,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2024,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2024,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2024,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2024,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2024,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2024,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2024,Bundesliga,,,,,,,,,,,,,
Union Berlin,240,2024,Bundesliga,,,,,,,,,,,,,
Bochum,268,2024,Bundesliga,,,,,,,,,,,,,
FC Heidenheim,280,2024,Bundesliga,,,,,,,,,,,,,
Holstein Kiel,287,2024,Bundesliga,,,,,,,,,,,,,
St. Pauli,288,2024,Bundesliga,,,,,,,,,,,,,
