group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DC,27,0,16,2348,1.5215591192245483,0,0.3930577524006367,5,2025,Monaco,5,2,0,1.5215591192245483,8.013462707400322,7.996981248259544,2674,Thilo Kehrer
season,DC,27,4,12,2386,1.2951666712760925,0,0.19844231754541397,5,2024,Monaco,1,0,4,1.2951666712760925,14.72375838458538,14.556545751169324,2674,Thilo Kehrer
season,DC,15,1,12,1326,0.9344119448214769,1,0.912460251711309,5,2023,Monaco,2,1,1,0.9344119448214769,5.538438476622105,5.190966822206974,2674,Thilo Kehrer
season,Sub,4,0,0,12,0,0,0,0,2023,West Ham,2,0,0,0,0.09207619726657867,0.09207619726657867,2674,Thilo Kehrer
season,DC,27,0,8,2228,0.654550208710134,2,0.7119171218946576,8,2022,West Ham,4,0,0,0.654550208710134,4.627194926142693,4.0061189122498035,2674,Thilo Kehrer
season,DC,27,2,9,1497,1.0409163050353527,0,0.116948701441288,2,2021,Paris Saint Germain,0,0,2,1.0409163050353527,7.487732229754329,6.59336624853313,2674,Thilo Kehrer
season,DC,24,0,6,1603,0.40150459483265877,0,0.5768362786620855,3,2020,Paris Saint Germain,3,0,0,0.40150459483265877,7.732235508039594,7.07073756121099,2674,Thilo Kehrer
season,DR,7,1,3,477,0.2258049976080656,0,0.36741960793733597,2,2019,Paris Saint Germain,0,0,1,0.2258049976080656,4.617341876029968,4.18493989109993,2674,Thilo Kehrer
season,DC,27,1,14,1899,2.1960921930149198,2,0.6890542022883892,6,2018,Paris Saint Germain,4,0,1,2.1960921930149198,10.222598522901535,9.541140533983707,2674,Thilo Kehrer
season,DC,28,3,17,2369,1.7504459111951292,0,0.475872702896595,12,2017,Schalke 04,4,0,3,1.7504459111951292,3.737481165677309,3.22946822270751,2674,Thilo Kehrer
season,DL,16,1,13,1077,0.8267775028944016,1,0.8359510004520416,7,2016,Schalke 04,4,1,1,0.8267775028944016,3.255299045704305,2.821148879826069,2674,Thilo Kehrer
season,Sub,1,0,0,1,0,0,0,0,2015,Schalke 04,0,0,0,0,0,0,2674,Thilo Kehrer
