group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,DMC,35,7,41,2739,4.588530459441245,5,7.79515360109508,80,2025,Real Betis,2,0,7,4.588530459441245,22.559527460485697,12.597318093292415,2335,Pablo Fornals
season,AMR,26,2,23,1876,1.9425642574205995,0,3.0682716201990843,36,2024,Real Betis,2,0,2,1.9425642574205995,13.264264291152358,9.020378580316901,2335,Pablo Fornals
season,Sub,15,3,17,1180,2.7575502321124077,2,2.4938491079956293,23,2023,Real Betis,2,0,3,2.7575502321124077,6.276711612939835,2.003740269690752,2335,Pablo Fornals
season,AMC,15,0,7,392,0.2919035069644451,0,0.5666238348931074,5,2023,West Ham,0,0,0,0.2919035069644451,1.4481733404099941,0.9896499309688807,2335,Pablo Fornals
season,AML,32,3,27,1507,1.7289359364658594,1,2.018738079816103,19,2022,West Ham,0,0,3,1.7289359364658594,6.236087362281978,2.813890845514834,2335,Pablo Fornals
season,AML,36,6,44,2805,5.137447626329958,3,5.967042115516961,47,2021,West Ham,4,0,6,5.137447626329958,17.674583863466978,8.343821020796895,2335,Pablo Fornals
season,AML,33,5,50,2603,6.749409511685371,4,2.5329946326091886,31,2020,West Ham,3,0,5,6.749409511685371,16.320038326084614,8.427109494805336,2335,Pablo Fornals
season,Sub,36,2,36,2190,2.643428330309689,5,2.299053318798542,19,2019,West Ham,3,0,2,2.643428330309689,7.556357577443123,4.669498210772872,2335,Pablo Fornals
season,MR,35,2,57,2486,3.9165113028138876,3,5.405420219525695,46,2018,Villarreal,4,0,2,3.9165113028138876,12.120762890204787,4.707974276505411,2335,Pablo Fornals
season,ML,35,3,51,2625,3.1420340333133936,12,9.28544742334634,52,2017,Villarreal,4,0,3,3.1420340333133936,19.16294065117836,9.312595386058092,2335,Pablo Fornals
season,MR,32,6,41,2677,2.397841257508844,2,2.6036421824246645,37,2016,Malaga,6,0,6,2.397841257508844,9.68894618563354,6.6705153957009315,2335,Pablo Fornals
season,MR,27,1,22,1276,1.4436047170311213,0,0.48255049623548985,13,2015,Malaga,1,0,1,1.4436047170311213,5.111340576782823,3.652268063277006,2335,Pablo Fornals
