team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Aston Villa,71,2015,EPL,a,0.782253,0.876106,0.782253,0.876106,"{'att': 308, 'def': 26}","{'att': 207, 'def': 30}",2,11,1,0,1.2481,w,2015-08-08 18:00:00,1,0,0,3,-0.09385300000000008
Aston Villa,71,2015,EPL,h,0.219118,0.660404,0.219118,0.660404,"{'att': 301, 'def': 30}","{'att': 285, 'def': 30}",3,5,0,1,0.7821,l,2015-08-14 22:45:00,0,0,1,0,-0.44128599999999996
Aston Villa,71,2015,EPL,a,0.765278,1.23807,0.765278,1.23807,"{'att': 178, 'def': 21}","{'att': 196, 'def': 24}",6,9,1,2,0.9601,l,2015-08-22 18:00:00,0,0,1,0,-0.472792
Aston Villa,71,2015,EPL,h,2.27406,0.368848,1.51289,0.368848,"{'att': 190, 'def': 22}","{'att': 294, 'def': 40}",12,3,2,2,2.7246,d,2015-08-29 18:00:00,0,1,0,1,1.144042
Aston Villa,71,2015,EPL,a,0.953181,1.34987,0.953181,1.34987,"{'att': 185, 'def': 22}","{'att': 236, 'def': 33}",5,11,2,3,1.0342,l,2015-09-13 19:00:00,0,0,1,0,-0.39668899999999996
Aston Villa,71,2015,EPL,h,0.876719,0.632761,0.876719,0.632761,"{'att': 153, 'def': 25}","{'att': 244, 'def': 29}",5,2,0,1,1.5584,l,2015-09-19 18:00:00,0,0,1,0,0.243958
Aston Villa,71,2015,EPL,a,0.892054,1.78331,0.892054,1.78331,"{'att': 317, 'def': 12}","{'att': 215, 'def': 29}",2,11,2,3,0.7259,l,2015-09-26 18:00:00,0,0,1,0,-0.8912559999999999
Aston Villa,71,2015,EPL,h,0.839028,1.03499,0.839028,1.03499,"{'att': 229, 'def': 30}","{'att': 258, 'def': 31}",7,3,0,1,1.1661,l,2015-10-03 18:00:00,0,0,1,0,-0.19596200000000008
Aston Villa,71,2015,EPL,a,0.795846,1.22875,0.795846,1.22875,"{'att': 205, 'def': 21}","{'att': 238, 'def': 44}",2,6,0,2,0.9563,l,2015-10-17 18:00:00,0,0,1,0,-0.43290399999999996
Aston Villa,71,2015,EPL,h,1.09516,1.74353,1.09516,1.74353,"{'att': 259, 'def': 25}","{'att': 175, 'def': 26}",4,4,1,2,0.8114000000000001,l,2015-10-24 18:00:00,0,0,1,0,-0.6483700000000001
Aston Villa,71,2015,EPL,a,0.325711,1.14374,0.325711,1.14374,"{'att': 301, 'def': 21}","{'att': 155, 'def': 26}",1,7,1,3,0.6095999999999999,l,2015-11-03 00:00:00,0,0,1,0,-0.818029
Aston Villa,71,2015,EPL,h,0.182741,1.53281,0.182741,1.53281,"{'att': 330, 'def': 10}","{'att': 185, 'def': 27}",1,12,0,0,0.2445,d,2015-11-08 17:30:00,0,1,0,1,-1.350069
Aston Villa,71,2015,EPL,a,0.322061,2.83068,0.322061,2.83068,"{'att': 413, 'def': 24}","{'att': 237, 'def': 21}",2,6,0,4,0.0867,l,2015-11-21 19:00:00,0,0,1,0,-2.508619
Aston Villa,71,2015,EPL,h,1.48969,1.45176,1.48969,1.45176,"{'att': 91, 'def': 18}","{'att': 312, 'def': 32}",6,7,2,3,1.4017,l,2015-11-28 19:00:00,0,0,1,0,0.03793000000000002
Aston Villa,71,2015,EPL,a,1.058,2.86051,1.058,2.86051,"{'att': 290, 'def': 12}","{'att': 162, 'def': 22}",2,8,1,1,0.3557,d,2015-12-05 19:00:00,0,1,0,1,-1.80251
Aston Villa,71,2015,EPL,h,1.00876,1.68498,1.00876,0.923815,"{'att': 317, 'def': 19}","{'att': 243, 'def': 24}",6,11,0,2,0.7763,l,2015-12-13 17:30:00,0,0,1,0,0.08494500000000005
Aston Villa,71,2015,EPL,a,0.404373,1.28189,0.404373,1.28189,"{'att': 167, 'def': 29}","{'att': 228, 'def': 21}",2,6,1,1,0.5649,d,2015-12-19 21:30:00,0,1,0,1,-0.877517
