id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
232729,61,MissedShots,0.965999984741211,0.4470000076293945,0.5403079986572266,David Brooks,h,6820,OpenPlay,2018,Head,9202,Bournemouth,Cardiff,2,0,2018-08-11 17:00:00,Ryan Fraser,Pass,David Brooks
233176,2,SavedShot,0.889000015258789,0.6509999847412109,0.05101440101861954,David Brooks,a,6820,OpenPlay,2018,LeftFoot,9208,West Ham,Bournemouth,1,2,2018-08-18 17:00:00,Charlie Daniels,Cross,David Brooks
233184,36,MissedShots,0.754000015258789,0.5509999847412109,0.021449800580739975,David Brooks,a,6820,OpenPlay,2018,LeftFoot,9208,West Ham,Bournemouth,1,2,2018-08-18 17:00:00,Ryan Fraser,TakeOn,David Brooks
233186,42,BlockedShot,0.7830000305175782,0.3629999923706055,0.023909399285912514,David Brooks,a,6820,OpenPlay,2018,RightFoot,9208,West Ham,Bournemouth,1,2,2018-08-18 17:00:00,Callum Wilson,Pass,David Brooks
233187,44,MissedShots,0.919000015258789,0.5609999847412109,0.15545600652694702,David Brooks,a,6820,FromCorner,2018,Head,9208,West Ham,Bournemouth,1,2,2018-08-18 17:00:00,Andrew Surman,Chipped,David Brooks
233190,45,SavedShot,0.8490000152587891,0.54,0.07258780300617218,David Brooks,a,6820,OpenPlay,2018,RightFoot,9208,West Ham,Bournemouth,1,2,2018-08-18 17:00:00,Andrew Surman,Pass,David Brooks
233239,38,MissedShots,0.8109999847412109,0.35200000762939454,0.022100500762462616,David Brooks,h,6820,SetPiece,2018,LeftFoot,9221,Bournemouth,Everton,2,2,2018-08-25 17:00:00,,Rebound,David Brooks
233243,59,BlockedShot,0.865999984741211,0.6509999847412109,0.06285519897937775,David Brooks,h,6820,OpenPlay,2018,LeftFoot,9221,Bournemouth,Everton,2,2,2018-08-25 17:00:00,Ryan Fraser,Pass,David Brooks
234051,18,SavedShot,0.7930000305175782,0.295,0.022885499522089958,David Brooks,a,6820,OpenPlay,2018,LeftFoot,9253,Burnley,Bournemouth,4,0,2018-09-22 14:00:00,Ryan Fraser,Pass,David Brooks
234066,61,SavedShot,0.8619999694824219,0.6719999694824219,0.22070500254631042,David Brooks,a,6820,OpenPlay,2018,LeftFoot,9253,Burnley,Bournemouth,4,0,2018-09-22 14:00:00,Joshua King,Pass,David Brooks
234069,71,BlockedShot,0.7859999847412109,0.6430000305175781,0.029365699738264084,David Brooks,a,6820,FromCorner,2018,LeftFoot,9253,Burnley,Bournemouth,4,0,2018-09-22 14:00:00,Junior Stanislas,Pass,David Brooks
234073,87,BlockedShot,0.8640000152587891,0.445,0.101453997194767,David Brooks,a,6820,OpenPlay,2018,RightFoot,9253,Burnley,Bournemouth,4,0,2018-09-22 14:00:00,Junior Stanislas,Pass,David Brooks
248941,4,Goal,0.8469999694824218,0.3890000152587891,0.07224459946155548,David Brooks,h,6820,OpenPlay,2018,LeftFoot,9266,Bournemouth,Crystal Palace,2,1,2018-10-01 19:00:00,Callum Wilson,Pass,David Brooks
248994,13,Goal,0.9519999694824218,0.44299999237060544,0.6525409817695618,David Brooks,a,6820,OpenPlay,2018,LeftFoot,9268,Watford,Bournemouth,0,4,2018-10-06 14:00:00,,Rebound,David Brooks
