team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Aston Villa,71,2022,EPL,,,,,,,,,,,,,
Everton,72,2022,EPL,,,,,,,,,,,,,
Bournemouth,73,2022,EPL,,,,,,,,,,,,,
Southampton,74,2022,EPL,,,,,,,,,,,,,
Leicester,75,2022,EPL,,,,,,,,,,,,,
Crystal Palace,78,2022,EPL,,,,,,,,,,,,,
Chelsea,80,2022,EPL,,,,,,,,,,,,,
West Ham,81,2022,EPL,,,,,,,,,,,,,
Tottenham,82,2022,EPL,,,,,,,,,,,,,
Arsenal,83,2022,EPL,,,,,,,,,,,,,
Newcastle United,86,2022,EPL,,,,,,,,,,,,,
Liverpool,87,2022,EPL,,,,,,,,,,,,,
Manchester City,88,2022,EPL,,,,,,,,,,,,,
Manchester United,89,2022,EPL,,,,,,,,,,,,,
Brighton,220,2022,EPL,,,,,,,,,,,,,
Fulham,228,2022,EPL,,,,,,,,,,,,,
Wolverhampton Wanderers,229,2022,EPL,,,,,,,,,,,,,
Brentford,244,2022,EPL,,,,,,,,,,,,,
Leeds,245,2022,EPL,,,,,,,,,,,,,
Nottingham Forest,249,2022,EPL,,,,,,,,,,,,,
