team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Malaga,137,2014,La_liga,,,,,,,,,,,,,
Sevilla,138,2014,La_liga,,,,,,,,,,,,,
Deportivo La Coruna,139,2014,La_liga,,,,,,,,,,,,,
Real Sociedad,140,2014,La_liga,,,,,,,,,,,,,
Espanyol,141,2014,La_liga,,,,,,,,,,,,,
Getafe,142,2014,La_liga,,,,,,,,,,,,,
Atletico Madrid,143,2014,La_liga,,,,,,,,,,,,,
Rayo Vallecano,145,2014,La_liga,,,,,,,,,,,,,
Valencia,146,2014,La_liga,,,,,,,,,,,,,
Athletic Club,147,2014,La_liga,,,,,,,,,,,,,
Barcelona,148,2014,La_liga,,,,,,,,,,,,,
Real Madrid,150,2014,La_liga,,,,,,,,,,,,,
Levante,151,2014,La_liga,,,,,,,,,,,,,
Celta Vigo,152,2014,La_liga,,,,,,,,,,,,,
Villarreal,154,2014,La_liga,,,,,,,,,,,,,
Granada,155,2014,La_liga,,,,,,,,,,,,,
Eibar,156,2014,La_liga,,,,,,,,,,,,,
Cordoba,206,2014,La_liga,,,,,,,,,,,,,
Elche,207,2014,La_liga,,,,,,,,,,,,,
Almeria,208,2014,La_liga,,,,,,,,,,,,,
