team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Malaga,137,2014,La_liga,h,1.32107,1.14151,0.438073,1.14151,"{'att': 338, 'def': 28}","{'att': 189, 'def': 30}",4,5,1,0,1.5303,w,2014-08-23 18:00:00,1,0,0,3,-0.7034370000000001
Malaga,137,2014,La_liga,a,1.13196,1.96863,1.13196,1.06964,"{'att': 292, 'def': 19}","{'att': 182, 'def': 30}",4,5,0,3,0.7086,l,2014-08-29 21:00:00,0,0,1,0,0.06232000000000015
Malaga,137,2014,La_liga,h,0.819725,0.358265,0.819725,0.358265,"{'att': 128, 'def': 13}","{'att': 241, 'def': 27}",7,1,0,0,1.7526,d,2014-09-13 17:00:00,0,1,0,1,0.46146000000000004
Malaga,137,2014,La_liga,a,0.446347,2.76188,0.446347,2.76188,"{'att': 99, 'def': 18}","{'att': 264, 'def': 33}",6,2,2,2,0.0628,d,2014-09-20 21:00:00,0,1,0,1,-2.3155330000000003
Malaga,137,2014,La_liga,h,0.278657,0.646364,0.278657,0.646364,"{'att': 293, 'def': 31}","{'att': 96, 'def': 21}",4,7,0,0,0.8721,d,2014-09-24 21:00:00,0,1,0,1,-0.36770700000000006
Malaga,137,2014,La_liga,a,0.619457,0.704397,0.619457,0.704397,"{'att': 152, 'def': 25}","{'att': 226, 'def': 20}",4,6,0,1,1.2273,l,2014-09-28 11:00:00,0,0,1,0,-0.08494000000000002
Malaga,137,2014,La_liga,h,2.2003,0.851565,1.45702,0.851565,"{'att': 186, 'def': 26}","{'att': 209, 'def': 25}",9,3,2,1,2.4145,w,2014-10-04 21:00:00,1,0,0,3,0.605455
Malaga,137,2014,La_liga,a,1.41292,0.395949,0.669641,0.395949,"{'att': 254, 'def': 39}","{'att': 132, 'def': 35}",11,2,2,1,2.3679,w,2014-10-18 21:00:00,1,0,0,3,0.27369200000000005
Malaga,137,2014,La_liga,h,3.90394,0.395055,3.16066,0.395055,"{'att': 228, 'def': 37}","{'att': 137, 'def': 29}",9,2,4,0,2.9528,w,2014-10-26 11:00:00,1,0,0,3,2.765605
Malaga,137,2014,La_liga,a,1.46771,0.112869,1.46771,0.112869,"{'att': 207, 'def': 22}","{'att': 173, 'def': 27}",6,3,1,0,2.709,w,2014-11-01 21:00:00,1,0,0,3,1.354841
Malaga,137,2014,La_liga,h,2.15625,0.783082,1.41297,0.783082,"{'att': 185, 'def': 25}","{'att': 215, 'def': 22}",3,2,2,1,2.4528000000000003,w,2014-11-08 21:00:00,1,0,0,3,0.6298880000000001
Malaga,137,2014,La_liga,a,0.172228,2.30452,0.172228,2.30452,"{'att': 198, 'def': 23}","{'att': 227, 'def': 41}",3,6,1,3,0.0706,l,2014-11-22 15:00:00,0,0,1,0,-2.132292
Malaga,137,2014,La_liga,h,1.16042,4.15129,1.16042,4.15129,"{'att': 290, 'def': 26}","{'att': 185, 'def': 20}",2,5,1,2,0.09490000000000001,l,2014-11-29 19:00:00,0,0,1,0,-2.99087
Malaga,137,2014,La_liga,a,0.375388,2.64447,0.375388,1.90119,"{'att': 245, 'def': 30}","{'att': 115, 'def': 26}",6,3,1,0,0.1186,w,2014-12-06 21:00:00,1,0,0,3,-1.5258019999999999
Malaga,137,2014,La_liga,h,1.10137,1.10271,1.10137,1.10271,"{'att': 278, 'def': 27}","{'att': 166, 'def': 29}",6,5,1,0,1.3653,w,2014-12-13 21:00:00,1,0,0,3,-0.0013400000000001189
Malaga,137,2014,La_liga,a,1.43511,0.508293,1.43511,0.508293,"{'att': 146, 'def': 26}","{'att': 213, 'def': 30}",3,2,2,1,2.1529,w,2014-12-21 18:00:00,1,0,0,3,0.9268170000000001
