team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Lille,160,2022,Ligue_1,h,1.29993,0.769926,1.29993,0.769926,"{'att': 255, 'def': 18}","{'att': 379, 'def': 16}",15,7,4,1,1.7819,w,2022-08-07 13:00:00,1,0,0,3,0.530004
Lille,160,2022,Ligue_1,a,2.53444,2.07994,2.53444,2.07994,"{'att': 127, 'def': 22}","{'att': 355, 'def': 22}",10,1,1,1,1.6627,d,2022-08-12 19:00:00,0,1,0,1,0.4544999999999999
Lille,160,2022,Ligue_1,h,1.50337,4.37042,1.50337,4.37042,"{'att': 400, 'def': 23}","{'att': 352, 'def': 25}",4,17,1,7,0.1533,l,2022-08-21 18:45:00,0,0,1,0,-2.86705
Lille,160,2022,Ligue_1,a,1.80552,0.513092,1.04543,0.513092,"{'att': 156, 'def': 17}","{'att': 313, 'def': 21}",6,2,3,1,2.4758,w,2022-08-26 19:00:00,1,0,0,3,0.5323380000000001
Lille,160,2022,Ligue_1,h,0.936389,1.54373,0.936389,0.0235436,"{'att': 189, 'def': 22}","{'att': 319, 'def': 18}",8,1,1,2,0.7368,l,2022-08-31 19:00:00,0,0,1,0,0.9128454
Lille,160,2022,Ligue_1,a,1.28228,0.460323,1.28228,0.460323,"{'att': 99, 'def': 26}","{'att': 301, 'def': 10}",15,0,3,1,2.0126,w,2022-09-04 11:00:00,1,0,0,3,0.821957
Lille,160,2022,Ligue_1,a,0.774912,2.25737,0.774912,2.25737,"{'att': 242, 'def': 26}","{'att': 202, 'def': 31}",5,7,1,2,0.348,l,2022-09-10 19:00:00,0,0,1,0,-1.4824579999999998
Lille,160,2022,Ligue_1,h,1.16749,0.882322,1.16749,0.882322,"{'att': 278, 'def': 35}","{'att': 210, 'def': 39}",4,2,2,1,1.6166999999999998,w,2022-09-17 19:00:00,1,0,0,3,0.28516799999999987
Lille,160,2022,Ligue_1,a,1.83189,0.51274,1.83189,0.51274,"{'att': 189, 'def': 33}","{'att': 231, 'def': 18}",17,4,1,2,2.3663000000000003,l,2022-10-02 11:00:00,0,0,1,0,1.31915
Lille,160,2022,Ligue_1,h,2.37665,1.04543,1.61655,0.28533,"{'att': 275, 'def': 37}","{'att': 201, 'def': 25}",10,1,1,0,2.4667999999999997,w,2022-10-09 18:45:00,1,0,0,3,1.33122
