group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,27,6,29,1940,5.7514768820255995,2,2.123625386506319,15,2025,Cremonese,4,0,6,5.7514768820255995,9.659573938697577,2.6795635037124157,755,Jamie Vardy
season,FW,35,9,58,2890,12.219386659562588,4,3.737534761428833,19,2024,Leicester,5,0,8,10.697048958390951,14.040310747921467,0.9949070662260056,755,Jamie Vardy
season,FW,37,3,28,1832,6.644154226407409,4,1.7369483597576618,14,2022,Leicester,1,0,3,5.882985373958945,8.837213728576899,1.4230754468590021,755,Jamie Vardy
season,FW,25,15,54,1807,9.991950891911983,2,1.6055144965648651,18,2021,Leicester,2,0,15,9.991950891911983,12.636008812114596,1.9982727896422148,755,Jamie Vardy
season,FW,34,15,82,2848,19.942946769297123,9,5.08788326010108,28,2020,Leicester,1,0,7,13.09242221340537,18.22790863364935,2.412587182596326,755,Jamie Vardy
season,FW,35,23,89,3034,18.903520427644253,5,6.368295930325985,32,2019,Leicester,3,0,19,15.097683936357498,21.026604628190398,1.7243402246385813,755,Jamie Vardy
season,Sub,34,18,79,2740,19.115979686379433,4,5.1373315351083875,32,2018,Leicester,3,1,14,15.310135943815112,20.782567070797086,1.9056932497769594,755,Jamie Vardy
season,FW,37,20,70,3269,15.26695853471756,1,3.63082717359066,33,2017,Leicester,3,0,15,10.69998712092638,15.584632940590382,1.9777403054758906,755,Jamie Vardy
season,FW,35,13,53,2822,9.94716601073742,5,4.675951764918864,31,2016,Leicester,2,1,13,9.94716601073742,14.123065508902073,2.7869280222803354,755,Jamie Vardy
season,FW,36,24,115,3154,22.13541193306446,6,6.267153458669782,48,2015,Leicester,5,1,19,17.568440221250057,24.59597455151379,2.8863563239574432,755,Jamie Vardy
season,Sub,34,5,48,2261,7.851607173681259,8,5.182644807733595,35,2014,Leicester,5,0,5,7.851607173681259,14.468459283001721,2.142568165436387,755,Jamie Vardy
