group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,MC,24,1,42,1556,3.6541598848998547,6,2.1105209328234196,22,2024,Sevilla,8,1,1,3.6541598848998547,5.336512237787247,1.7422028593719006,2266,Saúl Ñíguez
season,Sub,34,1,16,1321,1.5367445535957813,4,3.2573720682412386,13,2023,Atletico Madrid,8,1,1,1.5367445535957813,7.874309295788407,3.5373192578554153,2266,Saúl Ñíguez
season,DL,31,3,21,1084,1.8404701314866543,0,0.7208594754338264,7,2022,Atletico Madrid,8,0,3,1.8404701314866543,5.90284320153296,3.4901676811277866,2266,Saúl Ñíguez
season,MC,10,0,5,477,0.14447129890322685,0,0.1898052990436554,3,2021,Chelsea,1,0,0,0.14447129890322685,4.023326203227043,3.7069174721837044,2266,Saúl Ñíguez
season,ML,3,0,4,194,0.29486050084233284,1,0.11215800046920776,1,2021,Atletico Madrid,0,0,0,0.29486050084233284,0.9894759953022003,0.6946149915456772,2266,Saúl Ñíguez
season,MC,33,2,33,2041,3.2931350506842136,1,1.451183570548892,23,2020,Atletico Madrid,9,0,2,2.5498619712889194,10.205703154206276,8.078171582892537,2266,Saúl Ñíguez
season,MC,35,6,44,3094,5.039982657879591,0,1.0740377753973007,15,2019,Atletico Madrid,10,0,4,3.5534226708114147,14.956591231748462,12.784208064898849,2266,Saúl Ñíguez
season,MC,33,4,51,2923,5.614008542150259,1,1.6522033158689737,15,2018,Atletico Madrid,10,0,4,4.870728548616171,9.593795504420996,6.301001644693315,2266,Saúl Ñíguez
season,MC,36,2,53,3157,2.5630453880876303,3,3.224197273142636,21,2017,Atletico Madrid,9,0,2,2.5630453880876303,10.57580017670989,5.7751022186130285,2266,Saúl Ñíguez
season,AMC,33,4,47,2545,2.9772111028432846,3,2.890185771510005,25,2016,Atletico Madrid,8,0,4,2.9772111028432846,11.809206996113062,7.160972535610199,2266,Saúl Ñíguez
season,Sub,31,4,45,2331,2.3748910035938025,2,1.5784182120114565,19,2015,Atletico Madrid,1,0,4,2.3748910035938025,8.479745827615261,5.777516532689333,2266,Saúl Ñíguez
season,Sub,24,4,17,1052,2.1932935062795877,2,2.434105698019266,10,2014,Atletico Madrid,1,0,4,2.1932935062795877,3.7909715082496405,1.6917066276073456,2266,Saúl Ñíguez
