goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,player_id,player_name
0,0,0,12,Sub,Newcastle United,West Ham,2,0,2015-05-24,4438,2014,26134,0,0,0,0,0,0,0,1020,Elliot Lee
