group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,8,0,4,110,1.429563120007515,0,0.24577192403376102,6,2025,Genoa,0,0,0,0.6682642847299576,0.7464268896728754,0.014457253739237785,3278,Maxwel Cornet
season,Sub,7,2,5,240,1.0113862305879593,1,1.0651200264692307,5,2024,Genoa,0,0,2,1.0113862305879593,1.869239717721939,0.8866638094186783,3278,Maxwel Cornet
season,Sub,2,0,1,71,0.0751236081123352,0,0,0,2024,Southampton,1,0,0,0.0751236081123352,0.0751236081123352,0,3278,Maxwel Cornet
season,Sub,7,1,4,101,0.5305153168737888,0,0.16100368462502956,4,2023,West Ham,0,0,1,0.5305153168737888,0.6300216317176819,0.10632330924272537,3278,Maxwel Cornet
season,Sub,14,0,9,216,1.092479458078742,0,0.09420459717512131,1,2022,West Ham,0,0,0,1.092479458078742,1.4774199482053518,0.29073550179600716,3278,Maxwel Cornet
season,Sub,26,9,47,1790,6.714042469859123,1,1.7581321336328983,15,2021,Burnley,2,0,9,5.952873468399048,8.556580606848001,2.590579451993108,3278,Maxwel Cornet
season,DL,1,0,0,67,0,0,0.036885298788547516,1,2021,Lyon,0,1,0,0,0.7802299857139587,0.7433450222015381,3278,Maxwel Cornet
season,ML,36,2,21,2477,1.9478421304374933,5,3.6098277177661657,25,2020,Lyon,5,0,2,1.9478421304374933,15.148002582602203,12.067027508281171,3278,Maxwel Cornet
season,Sub,22,4,24,1320,1.9676046818494797,3,3.170422051101923,28,2019,Lyon,1,0,4,1.9676046818494797,6.215672640129924,1.8877979712560773,3278,Maxwel Cornet
season,Sub,27,7,47,1272,7.476269776001573,5,4.192169189453125,24,2018,Lyon,2,0,7,7.476269776001573,13.268369199708104,3.0113790947943926,3278,Maxwel Cornet
season,Sub,30,4,31,1248,2.9222120232880116,6,2.709474105387926,26,2017,Lyon,1,0,4,2.9222120232880116,6.025444699451327,2.195373079739511,3278,Maxwel Cornet
season,FWL,33,6,51,1889,7.135371947661042,2,1.4637959022074938,21,2016,Lyon,1,0,6,7.135371947661042,9.991468988358974,2.8506120201200247,3278,Maxwel Cornet
season,Sub,31,8,30,1497,4.526515953242779,1,2.0230428837239742,23,2015,Lyon,3,1,8,4.526515953242779,8.933845233172178,2.685923431068659,3278,Maxwel Cornet
