group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,GK,31,0,0,2747,0,1,0.35384001582860947,2,2025,Aston Villa,2,0,0,0,4.440942797809839,4.087102811783552,4401,Emiliano Martinez
season,GK,37,0,0,3206,0,0,0.2820240408182144,2,2024,Aston Villa,5,1,0,0,6.555770194157958,6.273746121674776,4401,Emiliano Martinez
season,GK,34,0,0,3022,0,0,0.018454523757100105,1,2023,Aston Villa,4,0,0,0,9.158851562067866,9.140397010371089,4401,Emiliano Martinez
season,GK,36,0,0,3143,0,0,0.1398649960756302,2,2022,Aston Villa,7,0,0,0,5.826399106532335,5.68653410859406,4401,Emiliano Martinez
season,GK,36,0,0,3240,0,0,0,0,2021,Aston Villa,4,0,0,0,2.479881220497191,2.479881220497191,4401,Emiliano Martinez
season,GK,38,0,0,3420,0,0,0.12292340397834778,2,2020,Aston Villa,1,0,0,0,3.7309096455574036,3.6079864501953125,4401,Emiliano Martinez
season,Sub,9,0,0,771,0,0,0,0,2019,Arsenal,2,0,0,0,0.9078709222376347,0.9078709222376347,4401,Emiliano Martinez
season,GK,5,0,0,450,0,0,0,0,2017,Getafe,0,0,0,0,0.35180889070034027,0.35180889070034027,4401,Emiliano Martinez
season,GK,2,0,0,180,0,0,0,0,2016,Arsenal,0,0,0,0,0.1645912043750286,0.1645912043750286,4401,Emiliano Martinez
season,Sub,4,0,0,299,0,0,0,0,2014,Arsenal,0,0,0,0,0.4130877871066332,0.4130877871066332,4401,Emiliano Martinez
