team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Verona,94,2023,Serie_A,,,,,,,,,,,,,
Roma,95,2023,Serie_A,,,,,,,,,,,,,
Lazio,96,2023,Serie_A,,,,,,,,,,,,,
Bologna,97,2023,Serie_A,,,,,,,,,,,,,
Juventus,98,2023,Serie_A,,,,,,,,,,,,,
Udinese,99,2023,Serie_A,,,,,,,,,,,,,
Genoa,101,2023,Serie_A,,,,,,,,,,,,,
Sassuolo,104,2023,Serie_A,,,,,,,,,,,,,
Napoli,105,2023,Serie_A,,,,,,,,,,,,,
Inter,106,2023,Serie_A,,,,,,,,,,,,,
Atalanta,107,2023,Serie_A,,,,,,,,,,,,,
Empoli,108,2023,Serie_A,,,,,,,,,,,,,
Fiorentina,110,2023,Serie_A,,,,,,,,,,,,,
AC Milan,111,2023,Serie_A,,,,,,,,,,,,,
Frosinone,112,2023,Serie_A,,,,,,,,,,,,,
Torino,113,2023,Serie_A,,,,,,,,,,,,,
Cagliari,116,2023,Serie_A,,,,,,,,,,,,,
Lecce,243,2023,Serie_A,,,,,,,,,,,,,
Salernitana,264,2023,Serie_A,,,,,,,,,,,,,
Monza,271,2023,Serie_A,,,,,,,,,,,,,
