id,minute,result,X,Y,xG,player,h_a,player_id,situation,season,shotType,match_id,h_team,a_team,h_goals,a_goals,date,player_assisted,lastAction,player_name
227889,76,MissedShots,0.9159999847412109,0.27,0.021172000095248222,Borna Sosa,h,7075,FromCorner,2018,RightFoot,10383,VfB Stuttgart,Werder Bremen,2,1,2018-09-29 13:30:00,Daniel Didavi,Aerial,Borna Sosa
255262,83,BlockedShot,0.8059999847412109,0.6170000076293946,0.027132300660014153,Borna Sosa,a,7075,FromCorner,2018,LeftFoot,10396,Hannover 96,VfB Stuttgart,3,1,2018-10-06 13:30:00,,None,Borna Sosa
256909,89,SavedShot,0.8859999847412109,0.62,0.10949499905109406,Borna Sosa,h,7075,OpenPlay,2018,RightFoot,10466,VfB Stuttgart,Hertha Berlin,2,1,2018-12-15 14:30:00,Mario Gomez,Pass,Borna Sosa
278289,40,SavedShot,0.799000015258789,0.215,0.047309499233961105,Borna Sosa,h,7075,DirectFreekick,2018,LeftFoot,10491,VfB Stuttgart,Mainz 05,2,3,2019-01-19 14:30:00,,Standard,Borna Sosa
302450,6,MissedShots,0.9059999847412109,0.6840000152587891,0.06017810106277466,Borna Sosa,a,7075,OpenPlay,2018,LeftFoot,10634,Schalke 04,VfB Stuttgart,0,0,2019-05-18 13:30:00,Daniel Didavi,Pass,Borna Sosa
302475,87,SavedShot,0.759000015258789,0.6090000152587891,0.019296400249004364,Borna Sosa,a,7075,OpenPlay,2018,LeftFoot,10634,Schalke 04,VfB Stuttgart,0,0,2019-05-18 13:30:00,Chadrac Akolo,Pass,Borna Sosa
378819,13,MissedShots,0.76,0.7680000305175781,0.015431500039994717,Borna Sosa,a,7075,OpenPlay,2020,LeftFoot,14183,Mainz 05,VfB Stuttgart,1,4,2020-09-26 13:30:00,Daniel Didavi,Pass,Borna Sosa
380512,14,MissedShots,0.6909999847412109,0.6359999847412109,0.03308599814772606,Borna Sosa,h,7075,DirectFreekick,2020,LeftFoot,15161,VfB Stuttgart,Bayer Leverkusen,1,1,2020-10-03 13:30:00,,Standard,Borna Sosa
380519,48,BlockedShot,0.884000015258789,0.7080000305175781,0.02925870008766651,Borna Sosa,h,7075,OpenPlay,2020,LeftFoot,15161,VfB Stuttgart,Bayer Leverkusen,1,1,2020-10-03 13:30:00,Silas Wamangituka,Cross,Borna Sosa
384326,66,SavedShot,0.850999984741211,0.7190000152587891,0.03022729977965355,Borna Sosa,a,7075,OpenPlay,2020,RightFoot,15185,Schalke 04,VfB Stuttgart,1,1,2020-10-30 19:30:00,Tanguy Coulibaly,Chipped,Borna Sosa
384328,71,MissedShots,0.8430000305175781,0.7469999694824219,0.020237499848008156,Borna Sosa,a,7075,OpenPlay,2020,LeftFoot,15185,Schalke 04,VfB Stuttgart,1,1,2020-10-30 19:30:00,Mateo Klimowicz,Chipped,Borna Sosa
387285,66,BlockedShot,0.86,0.565,0.0718458965420723,Borna Sosa,a,7075,OpenPlay,2020,RightFoot,15205,Hoffenheim,VfB Stuttgart,3,3,2020-11-21 14:30:00,,None,Borna Sosa
388732,75,MissedShots,0.785,0.6769999694824219,0.024541499093174934,Borna Sosa,h,7075,OpenPlay,2020,RightFoot,15220,VfB Stuttgart,Bayern Munich,1,3,2020-11-28 14:30:00,Silas Wamangituka,Pass,Borna Sosa
