id,isResult,h,a,goals,xG,datetime,forecast,season,league
551,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '1', 'a': '1'}","{'h': '0.865017', 'a': '1.16312'}",2015-08-22 20:00:00,"{'w': '0.2613', 'd': '0.3104', 'l': '0.4283'}",2015,Serie_A
552,True,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '2', 'a': '1'}","{'h': '1.54404', 'a': '0.375662'}",2015-08-22 22:45:00,"{'w': '0.7077', 'd': '0.2203', 'l': '0.072'}",2015,Serie_A
553,True,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '0', 'a': '1'}","{'h': '1.82451', 'a': '0.867178'}",2015-08-23 20:00:00,"{'w': '0.6063', 'd': '0.2542', 'l': '0.1395'}",2015,Serie_A
554,True,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.63924', 'a': '0.77741'}",2015-08-23 22:45:00,"{'w': '0.6125', 'd': '0.2407', 'l': '0.1468'}",2015,Serie_A
555,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'h': '5', 'a': '2'}","{'h': '1.40755', 'a': '2.67392'}",2015-08-23 22:45:00,"{'w': '0.1215', 'd': '0.1927', 'l': '0.6858'}",2015,Serie_A
556,True,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '2', 'a': '1'}","{'h': '2.16827', 'a': '1.15002'}",2015-08-23 22:45:00,"{'w': '0.6418', 'd': '0.2121', 'l': '0.1461'}",2015,Serie_A
557,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '0'}","{'h': '1.03572', 'a': '0.380583'}",2015-08-23 22:45:00,"{'w': '0.5337', 'd': '0.3338', 'l': '0.1325'}",2015,Serie_A
558,True,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '1', 'a': '3'}","{'h': '1.24183', 'a': '1.0769'}",2015-08-23 22:45:00,"{'w': '0.4017', 'd': '0.307', 'l': '0.2913'}",2015,Serie_A
559,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '2', 'a': '0'}","{'h': '1.93344', 'a': '0.586002'}",2015-08-23 22:45:00,"{'w': '0.7661', 'd': '0.1743', 'l': '0.0596'}",2015,Serie_A
560,True,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '1', 'a': '2'}","{'h': '0.895109', 'a': '1.99731'}",2015-08-23 22:45:00,"{'w': '0.1341', 'd': '0.2196', 'l': '0.6463'}",2015,Serie_A
561,True,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '0', 'a': '1'}","{'h': '0.153057', 'a': '0.760634'}",2015-08-29 20:00:00,"{'w': '0.0599', 'd': '0.3925', 'l': '0.5476'}",2015,Serie_A
562,True,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '2', 'a': '1'}","{'h': '1.05099', 'a': '1.01877'}",2015-08-29 22:45:00,"{'w': '0.3571', 'd': '0.3225', 'l': '0.3204'}",2015,Serie_A
563,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '2', 'a': '1'}","{'h': '0.970721', 'a': '0.973945'}",2015-08-30 20:00:00,"{'w': '0.3167', 'd': '0.328', 'l': '0.3553'}",2015,Serie_A
564,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '3', 'a': '1'}","{'h': '0.646798', 'a': '0.839819'}",2015-08-30 22:45:00,"{'w': '0.2395', 'd': '0.3829', 'l': '0.3776'}",2015,Serie_A
565,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '0', 'a': '1'}","{'h': '2.23566', 'a': '0.791464'}",2015-08-30 22:45:00,"{'w': '0.7661', 'd': '0.1841', 'l': '0.0498'}",2015,Serie_A
566,True,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '2'}","{'h': '1.71418', 'a': '1.36084'}",2015-08-30 22:45:00,"{'w': '0.4329', 'd': '0.2863', 'l': '0.2808'}",2015,Serie_A
