group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,8,0,5,273,0.27313201129436493,1,0.4950277805328369,5,2025,Nice,0,0,0,0.27313201129436493,0.9504848010838032,0.21757284924387932,5962,Tanguy NDombele Alvaro
season,MC,18,1,11,1153,2.262565119192004,2,2.2090650498867035,18,2024,Nice,2,0,1,2.262565119192004,8.218117773532867,4.595833238214254,5962,Tanguy NDombele Alvaro
season,Sub,30,1,16,772,1.0766875464469194,0,0.8301978725939989,9,2022,Napoli,5,0,1,1.0766875464469194,4.4469167198985815,3.4202999230474234,5962,Tanguy NDombele Alvaro
season,Sub,11,0,5,704,0.191129295155406,2,1.4895051317289472,9,2021,Lyon,3,0,0,0.191129295155406,4.836323104798794,3.7455406300723553,5962,Tanguy NDombele Alvaro
season,MC,9,1,9,490,0.5444414857774973,1,0.6208788082003593,4,2021,Tottenham,1,0,1,0.5444414857774973,2.439093429595232,1.5780104137957096,5962,Tanguy NDombele Alvaro
season,Sub,33,3,18,2141,1.5304817156866193,2,2.12633260153234,14,2020,Tottenham,3,0,3,1.5304817156866193,10.934960171580315,8.005787655711174,5962,Tanguy NDombele Alvaro
season,MC,21,2,9,1002,0.3529553022235632,2,0.7975039957091212,12,2019,Tottenham,3,0,2,0.3529553022235632,5.34064151532948,4.963006844744086,5962,Tanguy NDombele Alvaro
season,MC,34,1,31,2692,1.9148347126320004,7,3.723323306068778,47,2018,Lyon,3,0,1,1.9148347126320004,16.717712748795748,13.361457720398903,5962,Tanguy NDombele Alvaro
season,DMC,32,0,26,2368,1.4378644260577857,6,3.3047037422657013,43,2017,Lyon,5,0,0,1.4378644260577857,13.778172984719276,11.012554045766592,5962,Tanguy NDombele Alvaro
season,MC,3,0,5,237,0.2833220064640045,0,0.16897699981927872,4,2017,Amiens,0,0,0,0.2833220064640045,0.4807524159550667,0.162650004029274,5962,Tanguy NDombele Alvaro
