team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Bayern Munich,117,2015,Bundesliga,h,3.22904,0.154234,3.22904,0.154234,"{'att': 116, 'def': 28}","{'att': 453, 'def': 21}",6,3,5,0,2.9417,w,2015-08-14 22:30:00,1,0,0,3,3.0748059999999997
Bayern Munich,117,2015,Bundesliga,a,2.53588,1.29953,2.53588,0.541751,"{'att': 93, 'def': 22}","{'att': 379, 'def': 27}",13,2,2,1,2.237,w,2015-08-22 17:30:00,1,0,0,3,1.994129
Bayern Munich,117,2015,Bundesliga,h,3.52476,0.420202,2.0092,0.420202,"{'att': 132, 'def': 22}","{'att': 372, 'def': 42}",10,3,3,0,2.9305999999999996,w,2015-08-29 20:30:00,1,0,0,3,1.588998
Bayern Munich,117,2015,Bundesliga,h,3.85642,0.15319,3.09864,0.15319,"{'att': 82, 'def': 27}","{'att': 396, 'def': 12}",15,1,2,1,2.9845,w,2015-09-12 17:30:00,1,0,0,3,2.94545
Bayern Munich,117,2015,Bundesliga,a,1.71752,0.204756,1.71752,0.204756,"{'att': 79, 'def': 18}","{'att': 451, 'def': 9}",12,4,3,0,2.6632,w,2015-09-19 17:30:00,1,0,0,3,1.512764
Bayern Munich,117,2015,Bundesliga,h,3.68676,0.160394,3.68676,0.160394,"{'att': 289, 'def': 22}","{'att': 513, 'def': 11}",11,1,5,1,2.9662,w,2015-09-22 22:00:00,1,0,0,3,3.526366
Bayern Munich,117,2015,Bundesliga,a,2.77408,0.75194,2.01631,0.75194,"{'att': 168, 'def': 23}","{'att': 515, 'def': 34}",5,3,3,0,2.7673,w,2015-09-26 17:30:00,1,0,0,3,1.2643699999999998
Bayern Munich,117,2015,Bundesliga,h,3.72164,1.10489,2.96386,1.10489,"{'att': 264, 'def': 31}","{'att': 371, 'def': 28}",11,3,5,1,2.8242999999999996,w,2015-10-04 19:30:00,1,0,0,3,1.85897
Bayern Munich,117,2015,Bundesliga,a,2.13219,0.691198,2.13219,0.691198,"{'att': 89, 'def': 24}","{'att': 441, 'def': 24}",9,3,1,0,2.4567,w,2015-10-17 17:30:00,1,0,0,3,1.440992
Bayern Munich,117,2015,Bundesliga,h,3.69101,0.230279,2.93323,0.230279,"{'att': 163, 'def': 10}","{'att': 271, 'def': 3}",16,0,4,0,2.9635,w,2015-10-24 17:30:00,1,0,0,3,2.702951
Bayern Munich,117,2015,Bundesliga,a,1.38915,0.251519,1.38915,0.251519,"{'att': 107, 'def': 28}","{'att': 333, 'def': 11}",10,1,0,0,2.3872,d,2015-10-30 23:30:00,0,1,0,1,1.137631
Bayern Munich,117,2015,Bundesliga,h,4.71083,0.284883,4.71083,0.284883,"{'att': 131, 'def': 20}","{'att': 461, 'def': 21}",18,4,4,0,2.9869,w,2015-11-07 18:30:00,1,0,0,3,4.425947
Bayern Munich,117,2015,Bundesliga,a,2.27848,0.217596,2.27848,0.217596,"{'att': 168, 'def': 31}","{'att': 489, 'def': 24}",14,1,3,1,2.7428,w,2015-11-21 21:30:00,1,0,0,3,2.060884
Bayern Munich,117,2015,Bundesliga,h,3.93799,0.218952,3.93799,0.218952,"{'att': 233, 'def': 32}","{'att': 363, 'def': 10}",10,2,2,0,2.9675,w,2015-11-28 18:30:00,1,0,0,3,3.7190380000000003
