id,isResult,h,a,goals,xG,datetime,forecast,season,league
1021,True,"{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'id': '118', 'title': 'Hamburger SV', 'short_title': 'HAM'}","{'h': '5', 'a': '0'}","{'h': '3.22904', 'a': '0.154234'}",2015-08-14 22:30:00,"{'w': '0.972', 'd': '0.0257', 'l': '0.0023'}",2015,Bundesliga
1022,True,"{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'h': '2', 'a': '1'}","{'h': '3.52773', 'a': '0.483949'}",2015-08-15 17:30:00,"{'w': '0.9479', 'd': '0.0436', 'l': '0.0085'}",2015,Bundesliga
1023,True,"{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'h': '0', 'a': '1'}","{'h': '1.14869', 'a': '1.23291'}",2015-08-15 17:30:00,"{'w': '0.3015', 'd': '0.3114', 'l': '0.3871'}",2015,Bundesliga
1024,True,"{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'h': '0', 'a': '3'}","{'h': '0.914717', 'a': '1.4498'}",2015-08-15 17:30:00,"{'w': '0.2193', 'd': '0.2746', 'l': '0.5061'}",2015,Bundesliga
1025,True,"{'id': '125', 'title': 'Mainz 05', 'short_title': 'MAI'}","{'id': '126', 'title': 'Ingolstadt', 'short_title': 'ING'}","{'h': '0', 'a': '1'}","{'h': '0.547769', 'a': '0.577316'}",2015-08-15 17:30:00,"{'w': '0.2828', 'd': '0.4288', 'l': '0.2884'}",2015,Bundesliga
1026,True,"{'id': '127', 'title': 'Darmstadt', 'short_title': 'DAR'}","{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'h': '2', 'a': '2'}","{'h': '1.80912', 'a': '1.85731'}",2015-08-15 17:30:00,"{'w': '0.3461', 'd': '0.2809', 'l': '0.373'}",2015,Bundesliga
1027,True,"{'id': '129', 'title': 'Borussia Dortmund', 'short_title': 'DOR'}","{'id': '130', 'title': 'Borussia M.Gladbach', 'short_title': 'BMG'}","{'h': '4', 'a': '0'}","{'h': '2.42013', 'a': '0.18521'}",2015-08-15 20:30:00,"{'w': '0.9246', 'd': '0.0676', 'l': '0.0078'}",2015,Bundesliga
1028,True,"{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'h': '2', 'a': '1'}","{'h': '0.740041', 'a': '0.950098'}",2015-08-16 17:30:00,"{'w': '0.2627', 'd': '0.362', 'l': '0.3753'}",2015,Bundesliga
1029,True,"{'id': '133', 'title': 'VfB Stuttgart', 'short_title': 'STU'}","{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'h': '1', 'a': '3'}","{'h': '2.98558', 'a': '1.85087'}",2015-08-16 19:30:00,"{'w': '0.6438', 'd': '0.2076', 'l': '0.1486'}",2015,Bundesliga
1030,True,"{'id': '122', 'title': 'Hertha Berlin', 'short_title': 'HER'}","{'id': '123', 'title': 'Werder Bremen', 'short_title': 'WER'}","{'h': '1', 'a': '1'}","{'h': '0.494279', 'a': '0.957641'}",2015-08-21 22:30:00,"{'w': '0.1465', 'd': '0.3386', 'l': '0.5149'}",2015,Bundesliga
1031,True,"{'id': '120', 'title': 'Hoffenheim', 'short_title': 'HOF'}","{'id': '117', 'title': 'Bayern Munich', 'short_title': 'BAY'}","{'h': '1', 'a': '2'}","{'h': '1.29953', 'a': '2.53588'}",2015-08-22 17:30:00,"{'w': '0.1222', 'd': '0.1982', 'l': '0.6796'}",2015,Bundesliga
1032,True,"{'id': '124', 'title': 'Schalke 04', 'short_title': 'SCH'}","{'id': '127', 'title': 'Darmstadt', 'short_title': 'DAR'}","{'h': '1', 'a': '1'}","{'h': '1.05775', 'a': '0.790379'}",2015-08-22 17:30:00,"{'w': '0.4052', 'd': '0.3312', 'l': '0.2636'}",2015,Bundesliga
1033,True,"{'id': '132', 'title': 'Eintracht Frankfurt', 'short_title': 'EIN'}","{'id': '121', 'title': 'Augsburg', 'short_title': 'AUG'}","{'h': '1', 'a': '1'}","{'h': '0.945278', 'a': '1.26112'}",2015-08-22 17:30:00,"{'w': '0.2589', 'd': '0.3226', 'l': '0.4185'}",2015,Bundesliga
1034,True,"{'id': '134', 'title': 'FC Cologne', 'short_title': 'COL'}","{'id': '131', 'title': 'Wolfsburg', 'short_title': 'WOL'}","{'h': '1', 'a': '1'}","{'h': '1.37825', 'a': '2.14017'}",2015-08-22 17:30:00,"{'w': '0.1832', 'd': '0.2466', 'l': '0.5702'}",2015,Bundesliga
1035,True,"{'id': '128', 'title': 'Hannover 96', 'short_title': 'HAN'}","{'id': '119', 'title': 'Bayer Leverkusen', 'short_title': 'LEV'}","{'h': '0', 'a': '1'}","{'h': '0.0975496', 'a': '1.37365'}",2015-08-22 17:30:00,"{'w': '0.0172', 'd': '0.1961', 'l': '0.7867'}",2015,Bundesliga
