team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2015,Bundesliga,,,,,,,,,,,,,
Hamburger SV,118,2015,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2015,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2015,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2015,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2015,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2015,Bundesliga,,,,,,,,,,,,,
Schalke 04,124,2015,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2015,Bundesliga,,,,,,,,,,,,,
Ingolstadt,126,2015,Bundesliga,,,,,,,,,,,,,
Darmstadt,127,2015,Bundesliga,,,,,,,,,,,,,
Hannover 96,128,2015,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2015,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2015,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2015,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2015,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2015,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2015,Bundesliga,,,,,,,,,,,,,
