team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Lille,160,2020,Ligue_1,h,0.400974,1.29518,0.400974,1.29518,"{'att': 330, 'def': 20}","{'att': 323, 'def': 14}",1,6,1,1,0.5357,d,2020-08-22 19:00:00,0,1,0,1,-0.8942060000000001
Lille,160,2020,Ligue_1,a,0.906784,0.206627,0.906784,0.206627,"{'att': 377, 'def': 23}","{'att': 346, 'def': 32}",0,0,1,0,2.0387000000000004,w,2020-08-30 11:00:00,1,0,0,3,0.700157
Lille,160,2020,Ligue_1,h,0.814528,0.736721,0.814528,0.736721,"{'att': 205, 'def': 34}","{'att': 301, 'def': 23}",9,2,1,0,1.3336000000000001,w,2020-09-13 11:00:00,1,0,0,3,0.07780700000000007
Lille,160,2020,Ligue_1,a,1.49471,0.865098,1.49471,0.865098,"{'att': 298, 'def': 26}","{'att': 211, 'def': 26}",7,5,1,1,1.9018,d,2020-09-20 19:00:00,0,1,0,1,0.629612
Lille,160,2020,Ligue_1,h,2.09387,0.660348,1.33378,0.660348,"{'att': 224, 'def': 28}","{'att': 293, 'def': 29}",9,2,2,0,2.4891999999999994,w,2020-09-25 19:00:00,1,0,0,3,0.6734319999999999
Lille,160,2020,Ligue_1,a,1.95685,0.844783,1.95685,0.844783,"{'att': 235, 'def': 23}","{'att': 344, 'def': 29}",8,10,3,0,2.2827,w,2020-10-04 13:00:00,1,0,0,3,1.1120670000000001
Lille,160,2020,Ligue_1,h,2.90262,0.254965,2.90262,0.254965,"{'att': 230, 'def': 21}","{'att': 313, 'def': 27}",4,1,4,0,2.8791,w,2020-10-18 19:00:00,1,0,0,3,2.6476550000000003
Lille,160,2020,Ligue_1,a,0.890546,0.866315,0.890546,0.866315,"{'att': 393, 'def': 29}","{'att': 303, 'def': 23}",5,3,1,1,1.3437999999999999,d,2020-10-25 16:00:00,0,1,0,1,0.024231000000000003
Lille,160,2020,Ligue_1,h,0.444747,0.421049,0.444747,0.421049,"{'att': 246, 'def': 31}","{'att': 276, 'def': 20}",9,6,1,1,1.2546,d,2020-11-01 20:00:00,0,1,0,1,0.023697999999999997
Lille,160,2020,Ligue_1,a,2.97059,1.47256,2.2105,1.47256,"{'att': 175, 'def': 34}","{'att': 303, 'def': 10}",15,6,2,3,2.3310000000000004,l,2020-11-08 12:00:00,0,0,1,0,0.73794
Lille,160,2020,Ligue_1,h,3.37221,0.462287,3.37221,0.462287,"{'att': 253, 'def': 32}","{'att': 373, 'def': 19}",17,2,4,0,2.8644,w,2020-11-22 20:00:00,1,0,0,3,2.909923
Lille,160,2020,Ligue_1,a,0.391883,0.982356,0.391883,0.222261,"{'att': 224, 'def': 40}","{'att': 313, 'def': 27}",7,1,1,1,0.592,d,2020-11-29 20:00:00,0,1,0,1,0.169622
Lille,160,2020,Ligue_1,h,1.38745,0.669039,1.38745,0.669039,"{'att': 382, 'def': 31}","{'att': 228, 'def': 27}",4,5,2,1,2.0195,w,2020-12-06 12:00:00,1,0,0,3,0.718411
Lille,160,2020,Ligue_1,h,1.34583,0.804147,1.34583,0.804147,"{'att': 284, 'def': 43}","{'att': 266, 'def': 19}",8,5,2,1,1.7934999999999999,w,2020-12-13 16:00:00,1,0,0,3,0.5416830000000001
Lille,160,2020,Ligue_1,a,1.10314,0.171789,1.10314,0.171789,"{'att': 282, 'def': 33}","{'att': 280, 'def': 23}",7,4,2,0,2.2422,w,2020-12-16 18:00:00,1,0,0,3,0.931351
Lille,160,2020,Ligue_1,h,0.394389,0.552443,0.394389,0.552443,"{'att': 490, 'def': 28}","{'att': 196, 'def': 30}",1,3,0,0,1.0883,d,2020-12-20 20:00:00,0,1,0,1,-0.15805400000000003
Lille,160,2020,Ligue_1,a,1.70435,1.19046,0.944256,1.19046,"{'att': 239, 'def': 20}","{'att': 280, 'def': 14}",5,7,3,2,1.8219,w,2020-12-23 20:00:00,1,0,0,3,-0.2462040000000001
Lille,160,2020,Ligue_1,h,0.285307,0.413017,0.285307,0.413017,"{'att': 133, 'def': 21}","{'att': 358, 'def': 17}",6,4,1,2,1.0765,l,2021-01-06 20:00:00,0,0,1,0,-0.12771000000000005
Lille,160,2020,Ligue_1,a,1.01419,0.34513,1.01419,0.34513,"{'att': 314, 'def': 28}","{'att': 312, 'def': 22}",4,4,1,0,1.9842999999999997,w,2021-01-09 20:00:00,1,0,0,3,0.66906
Lille,160,2020,Ligue_1,h,1.37991,0.265034,1.37991,0.265034,"{'att': 263, 'def': 21}","{'att': 325, 'def': 15}",9,0,2,1,2.519,w,2021-01-17 16:00:00,1,0,0,3,1.114876
Lille,160,2020,Ligue_1,a,0.796039,0.550276,0.796039,0.550276,"{'att': 407, 'def': 17}","{'att': 144, 'def': 24}",4,4,1,0,1.5655999999999999,w,2021-01-24 16:00:00,1,0,0,3,0.24576300000000006
Lille,160,2020,Ligue_1,h,1.90817,0.370938,1.90817,0.370938,"{'att': 312, 'def': 39}","{'att': 445, 'def': 16}",6,3,1,0,2.6458,w,2021-01-31 16:00:00,1,0,0,3,1.537232
Lille,160,2020,Ligue_1,a,1.99926,0.746258,1.99926,0.746258,"{'att': 422, 'def': 33}","{'att': 298, 'def': 16}",5,2,3,0,2.3606000000000003,w,2021-02-03 18:00:00,1,0,0,3,1.253002
Lille,160,2020,Ligue_1,a,1.7948,0.400333,1.7948,0.400333,"{'att': 264, 'def': 20}","{'att': 312, 'def': 28}",8,1,2,0,2.4706,w,2021-02-07 16:00:00,1,0,0,3,1.394467
Lille,160,2020,Ligue_1,h,0.62514,0.0883755,0.62514,0.0883755,"{'att': 183, 'def': 29}","{'att': 365, 'def': 15}",8,2,0,0,1.8704,d,2021-02-14 16:00:00,0,1,0,1,0.5367645000000001
Lille,160,2020,Ligue_1,a,1.04668,0.231568,1.04668,0.231568,"{'att': 287, 'def': 26}","{'att': 339, 'def': 21}",3,0,4,1,2.0734999999999997,w,2021-02-21 16:00:00,1,0,0,3,0.8151120000000001
Lille,160,2020,Ligue_1,h,0.866257,0.965368,0.866257,0.965368,"{'att': 131, 'def': 23}","{'att': 323, 'def': 21}",9,4,1,1,1.2145,d,2021-02-28 16:00:00,0,1,0,1,-0.09911099999999995
Lille,160,2020,Ligue_1,h,2.22985,0.0997889,2.22985,0.0997889,"{'att': 222, 'def': 25}","{'att': 296, 'def': 17}",6,1,2,0,2.8611,w,2021-03-03 20:00:00,1,0,0,3,2.1300611
Lille,160,2020,Ligue_1,a,0.163714,0.614925,0.163714,0.614925,"{'att': 440, 'def': 26}","{'att': 211, 'def': 29}",0,5,0,0,0.7287,d,2021-03-14 16:05:00,0,1,0,1,-0.45121100000000003
Lille,160,2020,Ligue_1,h,0.787438,0.80422,0.787438,0.80422,"{'att': 131, 'def': 21}","{'att': 380, 'def': 10}",6,6,1,2,1.3101,l,2021-03-21 16:00:00,0,0,1,0,-0.016782000000000075
Lille,160,2020,Ligue_1,a,0.552797,1.05668,0.552797,1.05668,"{'att': 305, 'def': 18}","{'att': 178, 'def': 30}",3,9,1,0,0.8323,w,2021-04-03 15:00:00,1,0,0,3,-0.5038830000000001
Lille,160,2020,Ligue_1,a,0.555794,1.96214,0.555794,1.20211,"{'att': 236, 'def': 22}","{'att': 206, 'def': 26}",1,2,2,0,0.3085,w,2021-04-09 19:00:00,1,0,0,3,-0.646316
Lille,160,2020,Ligue_1,h,1.22671,0.914792,1.22671,0.914792,"{'att': 211, 'def': 23}","{'att': 315, 'def': 20}",9,1,1,1,1.5917,d,2021-04-16 19:00:00,0,1,0,1,0.3119179999999999
Lille,160,2020,Ligue_1,a,1.87462,0.945519,1.87462,0.945519,"{'att': 255, 'def': 21}","{'att': 378, 'def': 19}",4,7,3,2,2.0755,w,2021-04-25 19:00:00,1,0,0,3,0.929101
Lille,160,2020,Ligue_1,h,0.684625,0.0,0.684625,0.0,"{'att': 376, 'def': 23}","{'att': 395, 'def': 20}",7,1,2,0,2.0428,w,2021-05-01 19:00:00,1,0,0,3,0.684625
Lille,160,2020,Ligue_1,a,1.24486,1.38117,0.484769,1.38117,"{'att': 337, 'def': 9}","{'att': 375, 'def': 18}",4,3,3,0,1.2328999999999999,w,2021-05-07 19:00:00,1,0,0,3,-0.896401
Lille,160,2020,Ligue_1,h,0.900703,0.332146,0.900703,0.332146,"{'att': 256, 'def': 32}","{'att': 323, 'def': 16}",6,2,0,0,1.8999000000000001,d,2021-05-16 19:00:00,0,1,0,1,0.568557
Lille,160,2020,Ligue_1,a,1.56192,0.736956,0.80182,0.736956,"{'att': 446, 'def': 28}","{'att': 343, 'def': 21}",0,2,2,1,2.132,w,2021-05-23 19:00:00,1,0,0,3,0.06486399999999992
Paris Saint Germain,161,2020,Ligue_1,a,0.344198,1.71747,0.344198,1.71747,"{'att': 117, 'def': 24}","{'att': 538, 'def': 35}",4,5,0,1,0.2762,l,2020-09-10 21:00:00,0,0,1,0,-1.373272
Paris Saint Germain,161,2020,Ligue_1,h,2.22184,0.502817,2.22184,0.502817,"{'att': 140, 'def': 32}","{'att': 297, 'def': 24}",6,1,0,1,2.6763,l,2020-09-13 19:00:00,0,0,1,0,1.719023
Paris Saint Germain,161,2020,Ligue_1,h,2.42357,0.980849,2.42357,0.980849,"{'att': 118, 'def': 17}","{'att': 363, 'def': 10}",11,4,1,0,2.3446,w,2020-09-16 19:00:00,1,0,0,3,1.4427209999999997
Paris Saint Germain,161,2020,Ligue_1,a,3.32755,0.930504,2.56746,0.930504,"{'att': 363, 'def': 24}","{'att': 327, 'def': 13}",11,6,3,0,2.7983999999999996,w,2020-09-20 11:00:00,1,0,0,3,1.636956
Paris Saint Germain,161,2020,Ligue_1,a,3.93633,0.208814,3.93633,0.208814,"{'att': 224, 'def': 20}","{'att': 348, 'def': 13}",26,6,2,0,2.9560999999999997,w,2020-09-27 19:00:00,1,0,0,3,3.727516
Paris Saint Germain,161,2020,Ligue_1,h,2.9145,0.943753,2.9145,0.943753,"{'att': 322, 'def': 31}","{'att': 299, 'def': 9}",15,2,6,1,2.5892999999999997,w,2020-10-02 19:00:00,1,0,0,3,1.9707469999999998
Paris Saint Germain,161,2020,Ligue_1,a,4.12316,0.138218,4.12316,0.138218,"{'att': 104, 'def': 27}","{'att': 368, 'def': 25}",11,0,4,0,2.9903,w,2020-10-16 19:00:00,1,0,0,3,3.984942
Paris Saint Germain,161,2020,Ligue_1,h,4.08894,1.49175,4.08894,1.49175,"{'att': 298, 'def': 37}","{'att': 342, 'def': 20}",10,2,4,0,2.7283,w,2020-10-24 19:00:00,1,0,0,3,2.5971900000000003
Paris Saint Germain,161,2020,Ligue_1,a,2.72536,1.63127,1.96526,0.871178,"{'att': 288, 'def': 23}","{'att': 515, 'def': 21}",8,4,3,0,2.1908,w,2020-10-31 20:00:00,1,0,0,3,1.094082
Paris Saint Germain,161,2020,Ligue_1,h,1.02539,0.855589,1.02539,0.855589,"{'att': 288, 'def': 29}","{'att': 337, 'def': 29}",4,8,3,0,1.5207000000000002,w,2020-11-07 20:00:00,1,0,0,3,0.16980099999999998
Paris Saint Germain,161,2020,Ligue_1,a,2.01645,3.28236,1.25636,2.52227,"{'att': 302, 'def': 26}","{'att': 312, 'def': 34}",4,8,2,3,0.5576000000000001,l,2020-11-20 20:00:00,0,0,1,0,-1.2659099999999999
