id,isResult,h,a,goals,xG,datetime,forecast,season,league
13977,True,"{'id': '176', 'title': 'Bordeaux', 'short_title': 'BOR'}","{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'h': '0', 'a': '0'}","{'h': '0.600075', 'a': '0.187821'}",2020-08-21 17:00:00,"{'w': '0.474', 'd': '0.4393', 'l': '0.0867'}",2020,Ligue_1
13978,True,"{'id': '181', 'title': 'Dijon', 'short_title': 'DJN'}","{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'h': '0', 'a': '1'}","{'h': '0.739709', 'a': '2.02214'}",2020-08-22 15:00:00,"{'w': '0.0751', 'd': '0.1964', 'l': '0.7285'}",2020,Ligue_1
13979,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'h': '1', 'a': '1'}","{'h': '0.400974', 'a': '1.29518'}",2020-08-22 19:00:00,"{'w': '0.0851', 'd': '0.2804', 'l': '0.6345'}",2020,Ligue_1
13982,True,"{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'h': '2', 'a': '2'}","{'h': '2.67622', 'a': '1.83257'}",2020-08-23 11:00:00,"{'w': '0.5783', 'd': '0.203', 'l': '0.2187'}",2020,Ligue_1
13980,True,"{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '3', 'a': '1'}","{'h': '3.07214', 'a': '0.326826'}",2020-08-23 13:00:00,"{'w': '0.9619', 'd': '0.0328', 'l': '0.0053'}",2020,Ligue_1
13985,True,"{'id': '235', 'title': 'Nimes', 'short_title': 'NIM'}","{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'h': '4', 'a': '0'}","{'h': '2.14597', 'a': '0.468011'}",2020-08-23 13:00:00,"{'w': '0.8069', 'd': '0.1437', 'l': '0.0494'}",2020,Ligue_1
13984,True,"{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'h': '2', 'a': '1'}","{'h': '0.180464', 'a': '3.03614'}",2020-08-23 15:00:00,"{'w': '0.0009', 'd': '0.0176', 'l': '0.9815'}",2020,Ligue_1
13990,True,"{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'id': '181', 'title': 'Dijon', 'short_title': 'DJN'}","{'h': '4', 'a': '1'}","{'h': '3.97148', 'a': '0.215658'}",2020-08-28 19:00:00,"{'w': '0.9895', 'd': '0.0093', 'l': '0.0012'}",2020,Ligue_1
13994,True,"{'id': '163', 'title': 'Rennes', 'short_title': 'REN'}","{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'h': '2', 'a': '1'}","{'h': '1.78715', 'a': '0.491784'}",2020-08-29 15:00:00,"{'w': '0.7173', 'd': '0.199', 'l': '0.0837'}",2020,Ligue_1
13996,True,"{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '0', 'a': '2'}","{'h': '0.227899', 'a': '1.20894'}",2020-08-29 19:00:00,"{'w': '0.037', 'd': '0.2202', 'l': '0.7428'}",2020,Ligue_1
13993,True,"{'id': '177', 'title': 'Reims', 'short_title': 'REI'}","{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'h': '0', 'a': '1'}","{'h': '0.206627', 'a': '0.906784'}",2020-08-30 11:00:00,"{'w': '0.0757', 'd': '0.3671', 'l': '0.5572'}",2020,Ligue_1
13987,True,"{'id': '167', 'title': 'Angers', 'short_title': 'ANG'}","{'id': '176', 'title': 'Bordeaux', 'short_title': 'BOR'}","{'h': '0', 'a': '2'}","{'h': '0.511549', 'a': '2.28529'}",2020-08-30 13:00:00,"{'w': '0.0387', 'd': '0.1255', 'l': '0.8358'}",2020,Ligue_1
13991,True,"{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'id': '171', 'title': 'Monaco', 'short_title': 'MON'}","{'h': '0', 'a': '1'}","{'h': '0.626118', 'a': '0.189291'}",2020-08-30 13:00:00,"{'w': '0.427', 'd': '0.4756', 'l': '0.0974'}",2020,Ligue_1
13992,True,"{'id': '168', 'title': 'Nantes', 'short_title': 'NAN'}","{'id': '235', 'title': 'Nimes', 'short_title': 'NIM'}","{'h': '2', 'a': '1'}","{'h': '2.15547', 'a': '0.874864'}",2020-08-30 13:00:00,"{'w': '0.7289', 'd': '0.1752', 'l': '0.0959'}",2020,Ligue_1
13995,True,"{'id': '175', 'title': 'Saint-Etienne', 'short_title': 'SEN'}","{'id': '179', 'title': 'Lorient', 'short_title': 'LOR'}","{'h': '2', 'a': '0'}","{'h': '1.39361', 'a': '0.2149'}",2020-08-30 13:00:00,"{'w': '0.7359', 'd': '0.2188', 'l': '0.0453'}",2020,Ligue_1
13988,True,"{'id': '241', 'title': 'Brest', 'short_title': 'BRE'}","{'id': '164', 'title': 'Marseille', 'short_title': 'MAR'}","{'h': '2', 'a': '3'}","{'h': '2.12594', 'a': '1.32391'}",2020-08-30 19:00:00,"{'w': '0.5863', 'd': '0.2357', 'l': '0.178'}",2020,Ligue_1
13989,True,"{'id': '210', 'title': 'Lens', 'short_title': 'LEN'}","{'id': '161', 'title': 'Paris Saint Germain', 'short_title': 'PSG'}","{'h': '1', 'a': '0'}","{'h': '1.71747', 'a': '0.344198'}",2020-09-10 21:00:00,"{'w': '0.8006', 'd': '0.161', 'l': '0.0384'}",2020,Ligue_1
14191,True,"{'id': '176', 'title': 'Bordeaux', 'short_title': 'BOR'}","{'id': '178', 'title': 'Lyon', 'short_title': 'LYO'}","{'h': '0', 'a': '0'}","{'h': '0.231132', 'a': '1.79726'}",2020-09-11 19:00:00,"{'w': '0.0299', 'd': '0.1717', 'l': '0.7984'}",2020,Ligue_1
14192,True,"{'id': '166', 'title': 'Montpellier', 'short_title': 'MPL'}","{'id': '170', 'title': 'Nice', 'short_title': 'NIC'}","{'h': '3', 'a': '1'}","{'h': '1.69934', 'a': '0.376694'}",2020-09-12 15:00:00,"{'w': '0.7369', 'd': '0.2016', 'l': '0.0615'}",2020,Ligue_1
14193,True,"{'id': '175', 'title': 'Saint-Etienne', 'short_title': 'SEN'}","{'id': '225', 'title': 'Strasbourg', 'short_title': 'STR'}","{'h': '2', 'a': '0'}","{'h': '1.76107', 'a': '1.30205'}",2020-09-12 19:00:00,"{'w': '0.5197', 'd': '0.277', 'l': '0.2033'}",2020,Ligue_1
14194,True,"{'id': '160', 'title': 'Lille', 'short_title': 'LIL'}","{'id': '180', 'title': 'Metz', 'short_title': 'MET'}","{'h': '1', 'a': '0'}","{'h': '0.814528', 'a': '0.736721'}",2020-09-13 11:00:00,"{'w': '0.3186', 'd': '0.3778', 'l': '0.3036'}",2020,Ligue_1
