id,isResult,h,a,goals,xG,datetime,forecast,season,league
13089,True,"{'id': '230', 'title': 'Parma Calcio 1913', 'short_title': 'PAR'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '1'}","{'h': '0.264026', 'a': '1.88829'}",2019-08-24 17:00:00,"{'w': '0.0307', 'd': '0.1393', 'l': '0.83'}",2019,Serie_A
13090,True,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '3', 'a': '4'}","{'h': '1.94205', 'a': '1.94511'}",2019-08-24 19:45:00,"{'w': '0.3514', 'd': '0.2841', 'l': '0.3645'}",2019,Serie_A
13091,True,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '0'}","{'h': '0.777545', 'a': '0.633654'}",2019-08-25 17:00:00,"{'w': '0.3514', 'd': '0.378', 'l': '0.2706'}",2019,Serie_A
13092,True,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '1', 'a': '1'}","{'h': '0.109745', 'a': '2.11'}",2019-08-25 19:45:00,"{'w': '0.0058', 'd': '0.0744', 'l': '0.9198'}",2019,Serie_A
13093,True,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '3'}","{'h': '2.6256', 'a': '1.1259'}",2019-08-25 19:45:00,"{'w': '0.7446', 'd': '0.1745', 'l': '0.0809'}",2019,Serie_A
13094,True,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '0', 'a': '3'}","{'h': '0.627446', 'a': '1.54375'}",2019-08-25 19:45:00,"{'w': '0.1234', 'd': '0.2434', 'l': '0.6332'}",2019,Serie_A
13095,True,"{'id': '221', 'title': 'SPAL 2013', 'short_title': 'SPL'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '3'}","{'h': '1.48495', 'a': '1.70129'}",2019-08-25 19:45:00,"{'w': '0.3139', 'd': '0.2756', 'l': '0.4105'}",2019,Serie_A
13096,True,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '2', 'a': '1'}","{'h': '1.87227', 'a': '1.35208'}",2019-08-25 19:45:00,"{'w': '0.5104', 'd': '0.243', 'l': '0.2466'}",2019,Serie_A
13097,True,"{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'id': '242', 'title': 'Brescia', 'short_title': 'BSC'}","{'h': '0', 'a': '1'}","{'h': '0.998907', 'a': '1.32688'}",2019-08-25 19:45:00,"{'w': '0.2305', 'd': '0.3051', 'l': '0.4644'}",2019,Serie_A
13098,True,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '243', 'title': 'Lecce', 'short_title': 'LEC'}","{'h': '4', 'a': '0'}","{'h': '2.14366', 'a': '0.408768'}",2019-08-26 19:45:00,"{'w': '0.8144', 'd': '0.1393', 'l': '0.0463'}",2019,Serie_A
