team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Sevilla,138,2019,La_liga,,,,,,,,,,,,,
Real Sociedad,140,2019,La_liga,,,,,,,,,,,,,
Espanyol,141,2019,La_liga,,,,,,,,,,,,,
Getafe,142,2019,La_liga,,,,,,,,,,,,,
Atletico Madrid,143,2019,La_liga,,,,,,,,,,,,,
Valencia,146,2019,La_liga,,,,,,,,,,,,,
Athletic Club,147,2019,La_liga,,,,,,,,,,,,,
Barcelona,148,2019,La_liga,,,,,,,,,,,,,
Real Madrid,150,2019,La_liga,,,,,,,,,,,,,
Levante,151,2019,La_liga,,,,,,,,,,,,,
Celta Vigo,152,2019,La_liga,,,,,,,,,,,,,
Real Betis,153,2019,La_liga,,,,,,,,,,,,,
Villarreal,154,2019,La_liga,,,,,,,,,,,,,
Granada,155,2019,La_liga,,,,,,,,,,,,,
Eibar,156,2019,La_liga,,,,,,,,,,,,,
Osasuna,157,2019,La_liga,,,,,,,,,,,,,
Alaves,158,2019,La_liga,,,,,,,,,,,,,
Leganes,159,2019,La_liga,,,,,,,,,,,,,
Real Valladolid,231,2019,La_liga,,,,,,,,,,,,,
Mallorca,239,2019,La_liga,,,,,,,,,,,,,
