group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,15,1,7,725,0.8605696111917496,2,3.0897295102477074,12,2025,Marseille,2,0,1,0.8605696111917496,6.183519525453448,4.171106377616525,13206,Matt O&#039;Riley
season,AMC,6,1,4,195,1.139720857143402,0,0.14959949534386396,4,2025,Brighton,0,0,0,0.37855201959609985,0.5305772870779037,0.11395914107561111,13206,Matt O&#039;Riley
season,Sub,21,2,22,934,3.0610502772033215,2,2.4148010704666376,21,2024,Brighton,1,0,1,2.299881439656019,6.484979265369475,2.8589688697829843,13206,Matt O&#039;Riley
