team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Everton,72,2017,EPL,h,0.720574,0.27644,0.720574,0.27644,"{'att': 130, 'def': 21}","{'att': 289, 'def': 20}",3,9,1,0,1.7647,w,2017-08-12 15:00:00,1,0,0,3,0.44413400000000003
Everton,72,2017,EPL,a,0.59971,1.14216,0.59971,1.14216,"{'att': 279, 'def': 13}","{'att': 149, 'def': 13}",1,14,1,1,0.8764,d,2017-08-21 20:00:00,0,1,0,1,-0.5424500000000001
Everton,72,2017,EPL,a,0.326655,1.16991,0.326655,1.16991,"{'att': 350, 'def': 20}","{'att': 282, 'def': 19}",4,11,0,2,0.6019000000000001,l,2017-08-27 13:30:00,0,0,1,0,-0.8432550000000001
Everton,72,2017,EPL,h,1.15144,2.17535,1.15144,2.17535,"{'att': 242, 'def': 23}","{'att': 275, 'def': 26}",9,9,0,3,0.6814,l,2017-09-09 15:00:00,0,0,1,0,-1.0239099999999999
Everton,72,2017,EPL,a,1.06298,3.28722,1.06298,2.52605,"{'att': 218, 'def': 23}","{'att': 326, 'def': 31}",1,5,0,4,0.21440000000000003,l,2017-09-17 16:00:00,0,0,1,0,-1.46307
Everton,72,2017,EPL,h,2.21092,0.384728,2.21092,0.384728,"{'att': 208, 'def': 23}","{'att': 210, 'def': 16}",12,6,2,1,2.7649000000000004,w,2017-09-23 15:00:00,1,0,0,3,1.8261920000000003
Everton,72,2017,EPL,h,0.93376,0.383977,0.93376,0.383977,"{'att': 122, 'def': 14}","{'att': 242, 'def': 15}",18,6,0,1,1.8204,l,2017-10-01 14:15:00,0,0,1,0,0.549783
Everton,72,2017,EPL,a,1.45518,1.05884,0.694013,1.05884,"{'att': 203, 'def': 23}","{'att': 254, 'def': 17}",5,9,1,1,1.7146,d,2017-10-15 13:30:00,0,1,0,1,-0.364827
Everton,72,2017,EPL,h,0.810989,3.86029,0.810989,3.86029,"{'att': 346, 'def': 19}","{'att': 138, 'def': 16}",0,17,2,5,0.09540000000000001,l,2017-10-22 13:30:00,0,0,1,0,-3.049301
Everton,72,2017,EPL,a,0.575236,1.36768,0.575236,1.36768,"{'att': 161, 'def': 33}","{'att': 214, 'def': 11}",5,4,0,2,0.6357999999999999,l,2017-10-29 16:00:00,0,0,1,0,-0.792444
Everton,72,2017,EPL,h,2.5796,2.05534,1.81843,1.29417,"{'att': 211, 'def': 29}","{'att': 120, 'def': 13}",7,6,3,2,1.7572,w,2017-11-05 16:30:00,1,0,0,3,0.52426
Everton,72,2017,EPL,a,1.68728,2.02983,0.926114,2.02983,"{'att': 276, 'def': 34}","{'att': 103, 'def': 18}",4,9,2,2,1.0928,d,2017-11-18 15:00:00,0,1,0,1,-1.103716
Everton,72,2017,EPL,a,0.147724,1.97034,0.147724,1.97034,"{'att': 383, 'def': 21}","{'att': 166, 'def': 14}",1,4,1,4,0.1619,l,2017-11-26 13:30:00,0,0,1,0,-1.822616
Everton,72,2017,EPL,h,1.76497,1.03658,0.90791,0.275413,"{'att': 284, 'def': 31}","{'att': 248, 'def': 15}",5,10,4,0,2.0473999999999997,w,2017-11-29 20:00:00,1,0,0,3,0.632497
Everton,72,2017,EPL,h,0.820024,0.223429,0.820024,0.223429,"{'att': 177, 'def': 22}","{'att': 169, 'def': 16}",7,4,2,0,1.9512,w,2017-12-02 15:00:00,1,0,0,3,0.596595
Everton,72,2017,EPL,a,0.823217,1.89569,0.062048,1.89569,"{'att': 342, 'def': 20}","{'att': 66, 'def': 17}",0,17,1,1,0.5640000000000001,d,2017-12-10 14:15:00,0,1,0,1,-1.833642
Everton,72,2017,EPL,a,1.38719,0.570658,1.38719,0.570658,"{'att': 273, 'def': 26}","{'att': 249, 'def': 21}",1,2,1,0,2.2398,w,2017-12-13 19:45:00,1,0,0,3,0.8165319999999999
Everton,72,2017,EPL,h,2.01756,0.766224,0.474817,0.766224,"{'att': 231, 'def': 23}","{'att': 262, 'def': 18}",0,1,3,1,2.4695,w,2017-12-18 20:00:00,1,0,0,3,-0.291407
Everton,72,2017,EPL,h,0.342403,1.84971,0.342403,1.84971,"{'att': 320, 'def': 25}","{'att': 167, 'def': 17}",1,17,0,0,0.2518,d,2017-12-23 12:30:00,0,1,0,1,-1.507307
Everton,72,2017,EPL,a,0.405775,1.18168,0.405775,1.18168,"{'att': 155, 'def': 18}","{'att': 146, 'def': 19}",1,3,0,0,0.6531,d,2017-12-26 15:00:00,0,1,0,1,-0.7759050000000001
Everton,72,2017,EPL,a,0.599608,1.39955,0.599608,1.39955,"{'att': 151, 'def': 28}","{'att': 271, 'def': 18}",6,7,1,2,0.7019,l,2017-12-30 15:00:00,0,0,1,0,-0.799942
Everton,72,2017,EPL,h,1.23952,1.26247,1.23952,1.26247,"{'att': 286, 'def': 18}","{'att': 163, 'def': 20}",8,5,0,2,1.2988,l,2018-01-01 17:30:00,0,0,1,0,-0.022950000000000026
Everton,72,2017,EPL,a,0.290345,4.21366,0.290345,4.21366,"{'att': 319, 'def': 30}","{'att': 198, 'def': 29}",3,8,0,4,0.009600000000000001,l,2018-01-13 17:30:00,0,0,1,0,-3.923315
Everton,72,2017,EPL,h,0.92355,1.34998,0.92355,1.34998,"{'att': 165, 'def': 37}","{'att': 226, 'def': 21}",7,3,1,1,0.9985999999999999,d,2018-01-20 15:00:00,0,1,0,1,-0.42643
Everton,72,2017,EPL,h,1.53072,2.65018,1.53072,1.88901,"{'att': 246, 'def': 30}","{'att': 167, 'def': 17}",5,2,2,1,0.5764,w,2018-01-31 19:45:00,1,0,0,3,-0.35829
Everton,72,2017,EPL,a,1.49065,3.19622,1.49065,3.19622,"{'att': 333, 'def': 23}","{'att': 206, 'def': 14}",7,11,1,5,0.42979999999999996,l,2018-02-03 17:30:00,0,0,1,0,-1.7055699999999998
Everton,72,2017,EPL,h,1.48792,1.65713,1.48792,0.896038,"{'att': 167, 'def': 38}","{'att': 194, 'def': 28}",12,8,3,1,1.2117,w,2018-02-10 15:00:00,1,0,0,3,0.5918819999999999
Everton,72,2017,EPL,a,0.665127,0.606929,0.665127,0.606929,"{'att': 199, 'def': 28}","{'att': 170, 'def': 31}",4,4,0,1,1.4053,l,2018-02-24 17:30:00,0,0,1,0,0.05819799999999997
Everton,72,2017,EPL,a,1.79993,2.33524,1.79993,2.33524,"{'att': 183, 'def': 18}","{'att': 159, 'def': 17}",5,9,1,2,1.0272000000000001,l,2018-03-03 12:30:00,0,0,1,0,-0.5353100000000002
Everton,72,2017,EPL,h,1.68868,0.321797,0.927516,0.321797,"{'att': 137, 'def': 18}","{'att': 210, 'def': 17}",6,3,2,0,2.5553000000000003,w,2018-03-10 15:00:00,1,0,0,3,0.605719
Everton,72,2017,EPL,a,2.97881,0.894266,2.97881,0.894266,"{'att': 175, 'def': 23}","{'att': 243, 'def': 21}",4,8,2,1,2.7303999999999995,w,2018-03-17 15:00:00,1,0,0,3,2.084544
Everton,72,2017,EPL,h,0.859628,1.91312,0.859628,1.91312,"{'att': 588, 'def': 21}","{'att': 86, 'def': 13}",1,22,1,3,0.5809,l,2018-03-31 17:30:00,0,0,1,0,-1.0534919999999999
Everton,72,2017,EPL,h,0.723427,0.947321,0.723427,0.947321,"{'att': 328, 'def': 23}","{'att': 151, 'def': 11}",5,6,0,0,1.0897999999999999,d,2018-04-07 11:30:00,0,1,0,1,-0.22389399999999993
Everton,72,2017,EPL,a,1.61456,1.19751,1.61456,1.19751,"{'att': 221, 'def': 15}","{'att': 243, 'def': 31}",8,12,1,1,1.739,d,2018-04-14 14:00:00,0,1,0,1,0.4170499999999999
Everton,72,2017,EPL,h,0.948534,0.480957,0.948534,0.480957,"{'att': 172, 'def': 28}","{'att': 289, 'def': 27}",7,9,1,0,1.7923,w,2018-04-23 19:00:00,1,0,0,3,0.46757699999999996
Everton,72,2017,EPL,a,0.943754,0.56538,0.943754,0.56538,"{'att': 231, 'def': 22}","{'att': 223, 'def': 28}",4,6,2,0,1.7048999999999999,w,2018-04-28 14:00:00,1,0,0,3,0.378374
Everton,72,2017,EPL,h,0.420891,0.634996,0.420891,0.634996,"{'att': 187, 'def': 24}","{'att': 219, 'def': 18}",4,2,1,1,1.0483,d,2018-05-05 17:30:00,0,1,0,1,-0.214105
Everton,72,2017,EPL,a,1.67867,1.18299,1.67867,1.18299,"{'att': 226, 'def': 16}","{'att': 188, 'def': 15}",4,9,1,3,1.7427000000000001,l,2018-05-13 15:00:00,0,0,1,0,0.4956800000000001
Bournemouth,73,2017,EPL,a,0.378659,1.18399,0.378659,1.18399,"{'att': 96, 'def': 8}","{'att': 313, 'def': 18}",6,6,0,1,0.6263,l,2017-08-12 15:00:00,0,0,1,0,-0.805331
Bournemouth,73,2017,EPL,h,0.766694,2.17717,0.766694,2.17717,"{'att': 165, 'def': 16}","{'att': 230, 'def': 25}",7,7,0,2,0.4092,l,2017-08-19 15:00:00,0,0,1,0,-1.4104759999999998
Bournemouth,73,2017,EPL,h,0.415402,1.76626,0.415402,1.76626,"{'att': 316, 'def': 21}","{'att': 120, 'def': 29}",5,12,1,2,0.393,l,2017-08-26 12:30:00,0,0,1,0,-1.350858
Bournemouth,73,2017,EPL,a,0.577291,2.48732,0.577291,2.48732,"{'att': 306, 'def': 19}","{'att': 232, 'def': 30}",2,12,0,3,0.2619,l,2017-09-09 15:00:00,0,0,1,0,-1.910029
Bournemouth,73,2017,EPL,h,1.39529,0.874276,1.39529,0.874276,"{'att': 217, 'def': 18}","{'att': 325, 'def': 15}",6,1,2,1,1.7984,w,2017-09-15 20:00:00,1,0,0,3,0.5210139999999999
