team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Everton,72,2017,EPL,,,,,,,,,,,,,
Bournemouth,73,2017,EPL,,,,,,,,,,,,,
Southampton,74,2017,EPL,,,,,,,,,,,,,
Leicester,75,2017,EPL,,,,,,,,,,,,,
West Bromwich Albion,76,2017,EPL,,,,,,,,,,,,,
Crystal Palace,78,2017,EPL,,,,,,,,,,,,,
Chelsea,80,2017,EPL,,,,,,,,,,,,,
West Ham,81,2017,EPL,,,,,,,,,,,,,
Tottenham,82,2017,EPL,,,,,,,,,,,,,
Arsenal,83,2017,EPL,,,,,,,,,,,,,
Swansea,84,2017,EPL,,,,,,,,,,,,,
Stoke,85,2017,EPL,,,,,,,,,,,,,
Newcastle United,86,2017,EPL,,,,,,,,,,,,,
Liverpool,87,2017,EPL,,,,,,,,,,,,,
Manchester City,88,2017,EPL,,,,,,,,,,,,,
Manchester United,89,2017,EPL,,,,,,,,,,,,,
Watford,90,2017,EPL,,,,,,,,,,,,,
Burnley,92,2017,EPL,,,,,,,,,,,,,
Huddersfield,219,2017,EPL,,,,,,,,,,,,,
Brighton,220,2017,EPL,,,,,,,,,,,,,
