team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2021,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2021,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2021,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2021,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2021,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2021,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2021,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2021,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2021,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2021,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2021,Bundesliga,,,,,,,,,,,,,
FC Cologne,134,2021,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2021,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2021,Bundesliga,,,,,,,,,,,,,
Union Berlin,240,2021,Bundesliga,,,,,,,,,,,,,
Arminia Bielefeld,262,2021,Bundesliga,,,,,,,,,,,,,
Greuther Fuerth,267,2021,Bundesliga,,,,,,,,,,,,,
Bochum,268,2021,Bundesliga,,,,,,,,,,,,,
