team,team_id,season,league,wins,draws,loses,scored,missed,pts,xG,xGA,npxG,npxGA,deep,deep_allowed,xpts
Bayern Munich,117,2018,Bundesliga,,,,,,,,,,,,,
Bayer Leverkusen,119,2018,Bundesliga,,,,,,,,,,,,,
Hoffenheim,120,2018,Bundesliga,,,,,,,,,,,,,
Augsburg,121,2018,Bundesliga,,,,,,,,,,,,,
Hertha Berlin,122,2018,Bundesliga,,,,,,,,,,,,,
Werder Bremen,123,2018,Bundesliga,,,,,,,,,,,,,
Schalke 04,124,2018,Bundesliga,,,,,,,,,,,,,
Mainz 05,125,2018,Bundesliga,,,,,,,,,,,,,
Hannover 96,128,2018,Bundesliga,,,,,,,,,,,,,
Borussia Dortmund,129,2018,Bundesliga,,,,,,,,,,,,,
Borussia M.Gladbach,130,2018,Bundesliga,,,,,,,,,,,,,
Wolfsburg,131,2018,Bundesliga,,,,,,,,,,,,,
Eintracht Frankfurt,132,2018,Bundesliga,,,,,,,,,,,,,
VfB Stuttgart,133,2018,Bundesliga,,,,,,,,,,,,,
Freiburg,135,2018,Bundesliga,,,,,,,,,,,,,
RasenBallsport Leipzig,136,2018,Bundesliga,,,,,,,,,,,,,
Fortuna Duesseldorf,233,2018,Bundesliga,,,,,,,,,,,,,
Nuernberg,234,2018,Bundesliga,,,,,,,,,,,,,
