team,team_id,season,league,h_a,xG,xGA,npxG,npxGA,ppda,ppda_allowed,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD
Bayern Munich,117,2018,Bundesliga,h,3.08883,0.697274,2.33114,0.697274,"{'att': 160, 'def': 17}","{'att': 360, 'def': 27}",11,3,3,1,2.7901000000000002,w,2018-08-24 21:30:00,1,0,0,3,1.633866
Bayern Munich,117,2018,Bundesliga,a,1.71434,0.0990837,1.71434,0.0990837,"{'att': 197, 'def': 25}","{'att': 380, 'def': 12}",18,6,3,0,2.5713000000000004,w,2018-09-01 16:30:00,1,0,0,3,1.6152563
Bayern Munich,117,2018,Bundesliga,h,1.40345,0.784725,1.40345,0.0270284,"{'att': 148, 'def': 17}","{'att': 443, 'def': 11}",13,1,3,1,1.8758,w,2018-09-15 13:30:00,1,0,0,3,1.3764216
Bayern Munich,117,2018,Bundesliga,a,2.58882,0.358342,1.83112,0.358342,"{'att': 151, 'def': 21}","{'att': 499, 'def': 29}",7,1,2,0,2.8166,w,2018-09-22 16:30:00,1,0,0,3,1.4727780000000001
Bayern Munich,117,2018,Bundesliga,h,1.43314,1.32512,1.43314,1.32512,"{'att': 161, 'def': 19}","{'att': 378, 'def': 34}",3,3,1,1,1.3957,d,2018-09-25 18:30:00,0,1,0,1,0.10802
Bayern Munich,117,2018,Bundesliga,a,2.40599,1.48921,2.40599,0.731438,"{'att': 129, 'def': 31}","{'att': 340, 'def': 20}",20,4,0,2,2.0448,l,2018-09-28 18:30:00,0,0,1,0,1.674552
Bayern Munich,117,2018,Bundesliga,h,0.595523,0.559058,0.595523,0.559058,"{'att': 156, 'def': 21}","{'att': 442, 'def': 11}",8,1,0,3,1.3054999999999999,l,2018-10-06 16:30:00,0,0,1,0,0.03646499999999997
Bayern Munich,117,2018,Bundesliga,a,2.75811,0.815476,2.75811,0.815476,"{'att': 230, 'def': 17}","{'att': 316, 'def': 20}",7,2,3,1,2.6766,w,2018-10-20 13:30:00,1,0,0,3,1.942634
Bayern Munich,117,2018,Bundesliga,a,2.15695,0.592384,2.15695,0.592384,"{'att': 171, 'def': 20}","{'att': 383, 'def': 14}",12,3,2,1,2.498,w,2018-10-27 13:30:00,1,0,0,3,1.5645660000000001
Bayern Munich,117,2018,Bundesliga,h,1.8539,0.592458,1.8539,0.592458,"{'att': 144, 'def': 24}","{'att': 350, 'def': 16}",17,1,1,1,2.3461,d,2018-11-03 14:30:00,0,1,0,1,1.2614420000000002
Bayern Munich,117,2018,Bundesliga,a,1.84247,2.56191,1.84247,1.80413,"{'att': 302, 'def': 31}","{'att': 345, 'def': 14}",16,5,2,3,0.8308000000000001,l,2018-11-10 17:30:00,0,0,1,0,0.03834000000000004
Bayern Munich,117,2018,Bundesliga,h,2.81107,1.36755,2.81107,1.36755,"{'att': 122, 'def': 18}","{'att': 562, 'def': 9}",13,0,3,3,2.3245999999999998,d,2018-11-24 14:30:00,0,1,0,1,1.44352
Bayern Munich,117,2018,Bundesliga,a,3.29433,0.637321,3.29433,0.637321,"{'att': 251, 'def': 15}","{'att': 369, 'def': 21}",14,7,2,1,2.8282000000000003,w,2018-12-01 14:30:00,1,0,0,3,2.657009
Bayern Munich,117,2018,Bundesliga,h,2.8246,0.191129,2.8246,0.191129,"{'att': 143, 'def': 30}","{'att': 467, 'def': 7}",21,2,3,0,2.898,w,2018-12-08 14:30:00,1,0,0,3,2.633471
Bayern Munich,117,2018,Bundesliga,a,4.18084,0.628893,4.18084,0.628893,"{'att': 180, 'def': 22}","{'att': 447, 'def': 17}",23,1,4,0,2.9368,w,2018-12-15 14:30:00,1,0,0,3,3.5519469999999997
Bayern Munich,117,2018,Bundesliga,h,1.81321,0.721767,1.81321,0.721767,"{'att': 173, 'def': 27}","{'att': 392, 'def': 33}",7,0,1,0,2.2502000000000004,w,2018-12-19 19:30:00,1,0,0,3,1.091443
