group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,15,1,4,117,0.7378932386636734,0,0.23113474994897842,4,2022,Tottenham,0,1,1,0.7378932386636734,1.0805886834859848,0.3839656338095665,3293,Lucas Moura
season,AMR,34,2,37,1770,3.363734805956483,6,5.320137379691005,34,2021,Tottenham,4,0,2,3.363734805956483,13.466605968773365,6.767043702304363,3293,Lucas Moura
season,AMR,30,3,18,1392,1.9466329012066126,4,2.064034544862807,16,2020,Tottenham,1,0,3,1.9466329012066126,7.514042437076569,5.20006918348372,3293,Lucas Moura
season,FW,35,4,56,2261,5.582068298943341,4,3.2798845916986465,35,2019,Tottenham,3,0,4,5.582068298943341,10.088381012901664,3.1787787191569805,3293,Lucas Moura
season,AMC,32,10,45,2133,7.591318631544709,0,1.6590776890516281,27,2018,Tottenham,3,0,10,7.591318631544709,13.82256492599845,6.854321010410786,3293,Lucas Moura
season,Sub,6,0,5,208,0.16364095825701952,1,0.31431299820542336,6,2017,Tottenham,0,0,0,0.16364095825701952,2.206552304327488,1.88227803632617,3293,Lucas Moura
season,Sub,5,1,3,69,1.908401995897293,1,0.8311660289764404,1,2017,Paris Saint Germain,1,0,1,1.908401995897293,2.7395680248737335,0,3293,Lucas Moura
season,AMR,37,12,66,2446,10.220891910605133,5,6.0927172135561705,55,2016,Paris Saint Germain,0,0,11,9.460796940140426,22.506100445985794,11.131712580099702,3293,Lucas Moura
season,FWR,36,9,63,2337,9.757514797151089,4,5.323726166039705,57,2015,Paris Saint Germain,3,0,8,8.997414849698544,20.695445150136948,10.380234878510237,3293,Lucas Moura
season,FWR,29,7,40,1903,6.7456601448357105,5,4.546516373753548,41,2014,Paris Saint Germain,2,0,5,5.225470144301653,13.237925499677658,7.196310523897409,3293,Lucas Moura
