group_type,position,games,goals,shots,time,xG,assists,xA,key_passes,season,team,yellow,red,npg,npxG,xGChain,xGBuildup,player_id,player_name
season,Sub,15,1,3,410,0.6231549140065908,0,0.48120117746293545,10,2024,Sevilla,0,0,1,0.6231549140065908,1.966650802642107,1.0561606734991074,616,Jesús Navas
season,DR,29,0,7,2032,0.16785128507763147,2,3.4736319854855537,23,2023,Sevilla,5,1,0,0.16785128507763147,8.608703004196286,6.22283641807735,616,Jesús Navas
season,DR,32,0,10,1978,0.22864264994859695,0,2.0216827169060707,26,2022,Sevilla,5,0,0,0.22864264994859695,6.861274292692542,5.298695201054215,616,Jesús Navas
season,DMR,25,0,10,1786,0.37156219594180584,3,4.85726173222065,36,2021,Sevilla,4,0,0,0.37156219594180584,10.525366926565766,6.6590572241693735,616,Jesús Navas
season,DR,34,0,15,2847,1.2496947143226862,6,7.60072360932827,64,2020,Sevilla,4,0,0,1.2496947143226862,14.752400794997811,7.906338952481747,616,Jesús Navas
season,DR,38,0,11,3370,0.25456340052187443,7,8.177126846276224,62,2019,Sevilla,4,0,0,0.25456340052187443,16.59333733841777,10.799711365252733,616,Jesús Navas
season,DMR,32,1,32,2717,1.4174906890839338,5,6.143219436518848,42,2018,Sevilla,8,0,1,1.4174906890839338,16.98002869822085,10.616025002673268,616,Jesús Navas
season,MR,26,1,20,1762,1.2897649332880974,0,3.1086712162941694,31,2017,Sevilla,2,0,1,1.2897649332880974,8.939770419150591,4.975670002400875,616,Jesús Navas
season,Sub,24,0,8,1053,0.22975849825888872,0,2.4299806505441666,21,2016,Manchester City,2,0,0,0.22975849825888872,7.422237370163202,5.563046135008335,616,Jesús Navas
season,AMR,34,0,31,2283,2.952996770851314,7,5.385789071209729,54,2015,Manchester City,1,0,0,2.952996770851314,14.596691430546343,8.656342074275017,616,Jesús Navas
season,Sub,35,0,45,2237,3.6824576891958714,8,8.588478625752032,80,2014,Manchester City,3,0,0,3.6824576891958714,20.13798002526164,11.621539701707661,616,Jesús Navas
